Name,Location,Total_Area,Price_per_SQFT
"Silicon Towers,C V Raman Nagar, Bangalore","Silicon Towers,C V Raman Nagar, Bangalore",3352,4770.0
"Eminent marrito city ,Nelamangala, Bangalore","Eminent marrito city ,Nelamangala, Bangalore",1200,2190.0
"Lingapura, Bangalore","Lingapura, Bangalore",800,5250.0
Soumya Residency,"Agrahara, Bangalore",575,5570.0
"Balaji krupa layout ,Sampigehalli, Bangalore","Balaji krupa layout ,Sampigehalli, Bangalore",1800,4330.0
DLF Woodland Heights by DLF,"Jigani, Bangalore",1228,6510.0
"Doddaballapura, Bangalore","Doddaballapura, Bangalore",1200,4330.0
"Nagamangala, Bangalore","Nagamangala, Bangalore",600,3500.0
Provident Welworth City,"Bisuvanahalli, Bangalore",1075,3350.0
"Vignan Nagar, Kaggadasapura,Bangalore","Vignan Nagar, Kaggadasapura,Bangalore",1640,16770.0
"Stage 2, Sanjaynagar,Bangalore","Stage 2, Sanjaynagar,Bangalore",2400,16000.0
"KSHITIJ,Devasandra, Mathikere,Bangalore","KSHITIJ,Devasandra, Mathikere,Bangalore",1500,14000.0
"Venkateshwara Layout, S.G. Palya,Bangalore","Venkateshwara Layout, S.G. Palya,Bangalore",550,4540.0
"Kaggadasapura, Bangalore","Kaggadasapura, Bangalore",1360,4780.0
"Anekal, Bangalore","Anekal, Bangalore",780,7950.0
Vijaya Galaxy Apartment,"Kamakshipalya, Bangalore",958,4700.0
"DS MAX,Magadi, Bangalore","DS MAX,Magadi, Bangalore",1270,6300.0
"Anepalya, Neelasandra,Bangalore","Anepalya, Neelasandra,Bangalore",242,7440.0
"Lingapura, Bangalore","Lingapura, Bangalore",850,5120.0
"Malleswaram, Bangalore","Malleswaram, Bangalore",660,27270.0
Gaana Riddhi by Gaana Builders And Developers,"Nagadevana Halli, Bangalore",820,3900.0
"Dasarahalli, Bangalore","Dasarahalli, Bangalore",600,8330.0
"Kathriguppe, Banashankari,Bangalore","Kathriguppe, Banashankari,Bangalore",600,11670.0
"Chandra Layout Extension II Stage, Chandra Layout Extension,Bangalore","Chandra Layout Extension II Stage, Chandra Layout Extension,Bangalore",1200,10000.0
"K R Garden, Murugeshpalya,Bangalore","K R Garden, Murugeshpalya,Bangalore",1400,18570.0
SKH Echium,"Marasandra Plantation, Bangalore",975,3490.0
"Chinnapa Garden, Benson Town,Bangalore","Chinnapa Garden, Benson Town,Bangalore",2480,8060.000000000001
DS Max Splendid,"Phase 2, Bedarahalli,Bangalore",1270,6300.0
"Tippenahalli, Bangalore","Tippenahalli, Bangalore",1600,3130.0
"Mico Layout, Hongasandra,Bangalore","Mico Layout, Hongasandra,Bangalore",2700,3890.0
"Kaggadasapura ,Balaji Layout, Kaggadasapura,Bangalore","Kaggadasapura ,Balaji Layout, Kaggadasapura,Bangalore",759,5270.0
"Sapthagiri Extension, Bangalore","Sapthagiri Extension, Bangalore",1350,4810.0
"Independent building ,Richard Xavier's Colony, Neelasandra,Bangalore","Independent building ,Richard Xavier's Colony, Neelasandra,Bangalore",240,9170.0
"Sriram Yuv,Budigere, Bangalore","Sriram Yuv,Budigere, Bangalore",885,6550.0
"Srinivasa Nagar, Banashankari,Bangalore","Srinivasa Nagar, Banashankari,Bangalore",990,13940.0
"Raghavendra Colony, Chamrajpet,Bangalore","Raghavendra Colony, Chamrajpet,Bangalore",700,30000.0
Amulya Plaza ,"Jinke Thimmanahalli, NRI Layout,Bangalore",650,3080.0
"Kothanur, Bangalore","Kothanur, Bangalore",1800,6500.0
"Mitganahalli, Bellahalli,Bangalore","Mitganahalli, Bellahalli,Bangalore",750,133000.0
"Ramanagara, Bangalore","Ramanagara, Bangalore",1100,4090.0
Shapoorji Pallonji Park West,"Ranganatha Colony, Jagajeevanram Nagar,Bangalore",680,11030.0
"Chandra Layout, Attiguppe,Bangalore","Chandra Layout, Attiguppe,Bangalore",1500,18670.0
"Mubarak apartment ,6th Phase, JP Nagar,Bangalore","Mubarak apartment ,6th Phase, JP Nagar,Bangalore",550,2360.0
Karsten Palm Groves,"Marsur, Bangalore",945,3490.0
"Kartik Nagar, Bangalore","Kartik Nagar, Bangalore",1200,5830.0
"Lakshman Nagar, State Bank Of India Colony,Bangalore","Lakshman Nagar, State Bank Of India Colony,Bangalore",1050,6860.0
"Hurulichikanahalli, Bangalore","Hurulichikanahalli, Bangalore",860,3490.0
"Bhel Mini Colony, T Dasarahalli,Bangalore","Bhel Mini Colony, T Dasarahalli,Bangalore",722,12740.0
Ittina Sarva 1,"Bommanahalli, Bangalore",470,5320.0
"Mattanahalli, Bangalore","Mattanahalli, Bangalore",1150,3740.0
"Lakshmipura, Bangalore","Lakshmipura, Bangalore",3600,3470.0
"Gangondanahalli, Bangalore","Gangondanahalli, Bangalore",1800,10000.0
"Sneha Colony, Chikkalasandra,Bangalore","Sneha Colony, Chikkalasandra,Bangalore",600,4670.0
"Mutharayana Nagar, Gnana Bharathi,Bangalore","Mutharayana Nagar, Gnana Bharathi,Bangalore",500,3200.0
"Mutharayana Nagar, Gnana Bharathi,Bangalore","Mutharayana Nagar, Gnana Bharathi,Bangalore",500,3600.0
"Electronics City Phase 1, Electronic City,Bangalore","Electronics City Phase 1, Electronic City,Bangalore",800,6170.0
Chandu Bloom,"AMS Layout, Vidyaranyapura,Bangalore",600,3830.0
"21 vinayak,Aivarkhandpur, Bangalore","21 vinayak,Aivarkhandpur, Bangalore",630,7140.0
"Kasavanahalli, Bangalore","Kasavanahalli, Bangalore",1248,3600.0
"Devasandra, Mathikere,Bangalore","Devasandra, Mathikere,Bangalore",1000,10010.0
B&B Pearls City,"Gopasandra, Bangalore",1000,6500.0
"Bylakere, Bangalore","Bylakere, Bangalore",750,5130.0
"Balaji apartments by medha housing,Doddanna Industrial Estste, Hegganahalli,Bangalore","Balaji apartments by medha housing,Doddanna Industrial Estste, Hegganahalli,Bangalore",1192,4190.0
"janapriya Greenwood Chikkabanavara Bangalore,Medaralli, Chikbanavara,Bangalore","janapriya Greenwood Chikkabanavara Bangalore,Medaralli, Chikbanavara,Bangalore",1035,3480.0
"Madivala, Bangalore","Madivala, Bangalore",900,23110.0
"Ganganagar, Bangalore","Ganganagar, Bangalore",1200,20830.0
"Kadumuthsandra Plantation, Bangalore","Kadumuthsandra Plantation, Bangalore",1200,4080.0
"Yashavantapura, Kolar, Bangalore","Yashavantapura, Kolar, Bangalore",700,12000.0
"Builders abbhaiya Reddy layout ,Kaggadasapura, Bangalore","Builders abbhaiya Reddy layout ,Kaggadasapura, Bangalore",759,5270.0
"TULSI APARTMENT,V S Reddy Colony, Kadugodi,Bangalore","TULSI APARTMENT,V S Reddy Colony, Kadugodi,Bangalore",1350,2220.0
"Ramchandrapuram, Srirampuram,Bangalore","Ramchandrapuram, Srirampuram,Bangalore",2030,7390.0
"Thavarekere, Bangalore","Thavarekere, Bangalore",600,20000.0
"Roshan Nagar, Nayandahalli,Bangalore","Roshan Nagar, Nayandahalli,Bangalore",1300,6920.0
"Hosapalya, Muneshwara Nagar,Bangalore","Hosapalya, Muneshwara Nagar,Bangalore",3000,3670.0
"Industrial Layout, Kudlu Gate,Bangalore","Industrial Layout, Kudlu Gate,Bangalore",5200,4420.0
"Shettigere, Bangalore","Shettigere, Bangalore",3040,131000.0
"Davesandra,Kadugodi, Krishnarajapura,Bangalore","Davesandra,Kadugodi, Krishnarajapura,Bangalore",1100,3910.0
"Green View Layout, Mailasandra,Bangalore","Green View Layout, Mailasandra,Bangalore",1200,5670.0
"Kumara Park West, Sheshadripuram,Bangalore","Kumara Park West, Sheshadripuram,Bangalore",2700,8330.0
Provident Welworth City,"Nelamangala, Bangalore",1100,4090.0
Golden Enclave,"Sidedahalli, Bangalore",750,5330.0
"Dasanapura, Bangalore","Dasanapura, Bangalore",708,5510.0
"Dasanapura, Bangalore","Dasanapura, Bangalore",710,5350.0
Nitesh Columbus Square,"Kattigenahalli, Bangalore",1567,5420.0
Uniworth Tranquil Villas,"Kengeri, Bangalore",2398,6800.0
"Attibele, Bangalore","Attibele, Bangalore",1200,1300.0
"Sai Meadows, Parappana Agrahara,Bangalore","Sai Meadows, Parappana Agrahara,Bangalore",3000,4170.0
Sai Gangothri Apartments,"Ullal Uppanagar, Bangalore",1200,5830.0
"Sai Meadows, Parappana Agrahara,Bangalore","Sai Meadows, Parappana Agrahara,Bangalore",3000,4170.0
"Arun Patios,Chowdeshwari Layout, Yelahanka,Bangalore","Arun Patios,Chowdeshwari Layout, Yelahanka,Bangalore",710,4930.0
"K Channasandra, Bangalore","K Channasandra, Bangalore",850,6710.0
"Narayanapura, Bangalore","Narayanapura, Bangalore",4950,6460.0
"Channapatna, Bangalore","Channapatna, Bangalore",2400,2630.0
"Kavika Lay Out, Bapuji Nagar,Bangalore","Kavika Lay Out, Bapuji Nagar,Bangalore",1200,7500.0
"Prakruthi Nagar, Kogilu,Bangalore","Prakruthi Nagar, Kogilu,Bangalore",358,13970.0
"Mavalli, Bangalore","Mavalli, Bangalore",1172,34130.0
"Sir M Vishweshwaraiah Layout 2nd Block, SMV Layout,Bangalore","Sir M Vishweshwaraiah Layout 2nd Block, SMV Layout,Bangalore",1100,16360.0
"Sai Meadows, Parappana Agrahara,Bangalore","Sai Meadows, Parappana Agrahara,Bangalore",800,11880.0
"Sri sai sanndhi apartment ,Nelamangala, Bangalore","Sri sai sanndhi apartment ,Nelamangala, Bangalore",1200,4170.0
"Thammenahalli Village, Bangalore","Thammenahalli Village, Bangalore",1000,3800.0
"Sai san,Nagamangala, Bangalore","Sai san,Nagamangala, Bangalore",1600,3130.0
"Kengeri, Bangalore","Kengeri, Bangalore",1900,5790.0
"Jagajyothi Layout, Gnana Bharathi,Bangalore","Jagajyothi Layout, Gnana Bharathi,Bangalore",600,15830.0
"Sidhartha Nagar, Cottonpet,Bangalore","Sidhartha Nagar, Cottonpet,Bangalore",784,22960.0
"RT Nager, Bangalore","RT Nager, Bangalore",1160,14650.0
"Lakshmamma Layout, Banaswadi,Bangalore","Lakshmamma Layout, Banaswadi,Bangalore",300,9330.0
"Lakshmamma Layout, Banaswadi,Bangalore","Lakshmamma Layout, Banaswadi,Bangalore",300,8330.0
"Mahalakshmi nilaya ,Gayatrinagar, Rajajinagar,Bangalore","Mahalakshmi nilaya ,Gayatrinagar, Rajajinagar,Bangalore",588,12500.0
"Vigneshwara Layout, Bagalakunte,Bangalore","Vigneshwara Layout, Bagalakunte,Bangalore",2400,12500.0
"Vinobha Nagar, Kadugondanahalli,Bangalore","Vinobha Nagar, Kadugondanahalli,Bangalore",1221,10240.0
"Gundappa Layout, Gottigere,Bangalore","Gundappa Layout, Gottigere,Bangalore",1200,19920.0
"IInd Phase, Bharat Nagar,Bangalore","IInd Phase, Bharat Nagar,Bangalore",3000,3500.0
"KPC Layout, Bangalore","KPC Layout, Bangalore",2000,2000.0
"Kambipura, Bangalore","Kambipura, Bangalore",1269,7090.0
"Vivek Nagar, Bangalore","Vivek Nagar, Bangalore",750,12000.0
"Pappamma Layout, Ramamurthy Nagar,Bangalore","Pappamma Layout, Ramamurthy Nagar,Bangalore",1200,333000.0
"Thotada Guddadhalli Village, Bangalore","Thotada Guddadhalli Village, Bangalore",1200,4170.0
"Vivek Nagar, Bangalore","Vivek Nagar, Bangalore",240,10830.0
"Srikrupa Layout, Abbigere, Abbigere,Bangalore","Srikrupa Layout, Abbigere, Abbigere,Bangalore",600,15830.0
ACAS Apoorva Dew Drops,"Anjanapura Village, Anjanapura Township,Bangalore",1280,3750.0
"Vidyamanya Nagar, Bangalore","Vidyamanya Nagar, Bangalore",2700,3700.0
Shigra Villas,"Kanekallu, Bangalore",1247,4500.0
Cybercity Marina Skies,"Sevalal Nagar, Borabanda,Hyderabad",1900,9290.0
Rajapushpa Apartment,"Huda Colony, Attapur,Hyderabad",1791,5360.0
"rise Apartment,Madhava Reddy Colony, Gachibowli,Hyderabad","rise Apartment,Madhava Reddy Colony, Gachibowli,Hyderabad",2000,7500.0
"Aadriti Blossoms,Injapur, Neeladri Nagar,Hyderabad","Aadriti Blossoms,Injapur, Neeladri Nagar,Hyderabad",1135,4840.0
NMR Aashrith,"Turkayamjal, Hyderabad",1100,6180.0
"Employees colony ,Yapral, Hyderabad","Employees colony ,Yapral, Hyderabad",2300,6000.0
"Aminpur, Hyderabad","Aminpur, Hyderabad",3800,7630.0
"Yapral, Hyderabad","Yapral, Hyderabad",1640,4500.0
Indis VB City,"Railway Employees Colony, Bolarum,Hyderabad",842,6530.0
Sree Enclave,"Deepthisri Nagar, Miyapur,Hyderabad",1500,6470.0
Bhavya Brindavan Estates,"Brindavan Colony, Hyder Nagar,Hyderabad",2500,13600.0
KSR Rams Abode East,"Kompally, Hyderabad",1765,5490.0
NMR Aashrith,"A V Nagar, Turkayamjal,Hyderabad",1510,4500.0
"Spring ville,Vasanth Nagar Colony, Nizampet,Hyderabad","Spring ville,Vasanth Nagar Colony, Nizampet,Hyderabad",9000,7220.0
"Jai Jawan Colony, Kapra,Hyderabad","Jai Jawan Colony, Kapra,Hyderabad",3000,4000.0
"Jadcherla, Hyderabad","Jadcherla, Hyderabad",1700,3410.0
"saniksha,Gandi Maisamma, Hyderabad","saniksha,Gandi Maisamma, Hyderabad",1045,4500.0
"Rock Gardens,Yapral, Hyderabad","Rock Gardens,Yapral, Hyderabad",3382,6500.0
Aditya Beaumont,"AP Animal Husbandry Employees Colony, Shaikpet,Hyderabad",2100,8680.0
Praneeth APR Pranav Antilia,"Bachupally, Hyderabad",4000,13130.0
"Rn emaara,Hanuman Nagar Colony, Meerpet,Hyderabad","Rn emaara,Hanuman Nagar Colony, Meerpet,Hyderabad",1315,6460.0
"Jawahar Nagar, Sainikpuri,Hyderabad","Jawahar Nagar, Sainikpuri,Hyderabad",3800,4610.0
Emerald Heights by Modi Builders,"Bachupally, Hyderabad",1145,5680.0
Kundanbagh Apartments,"Kundanbagh, Begumpet,Hyderabad",1355,6700.0
Hillside,"Gandipet, Hyderabad",7000,16430.0
"GM Residency Attapur pillar no 243,Kantha Reddy Nagar, Attapur,Hyderabad","GM Residency Attapur pillar no 243,Kantha Reddy Nagar, Attapur,Hyderabad",5180,4830.0
"ARUNDHATHI ARCADE,Venkataramana Colony, Mallapur,Hyderabad","ARUNDHATHI ARCADE,Venkataramana Colony, Mallapur,Hyderabad",1020,5000.0
Megha Pride,"Turkayamjal, Hyderabad",1314,4180.0
Aparna Sarovar Zenith,"Serilingampally, Hyderabad",1850,9620.0
Tricolour Palm Cove,"Shanti Nagar, Uppal,Hyderabad",1850,5780.0
"Asian suncity,Police Colony, Kondapur,Hyderabad","Asian suncity,Police Colony, Kondapur,Hyderabad",1666,8400.0
Kanopy Marigold,"Kompally, Hyderabad",1685,6230.0
"Pocharam, Hyderabad","Pocharam, Hyderabad",1100,4090.0
Indigo Residency,"Jai Jawan Colony, Kapra,Hyderabad",1000,8900.0
"Giridhari Murari,Hyder Shah Kote, Bandlaguda Jagir,Hyderabad","Giridhari Murari,Hyder Shah Kote, Bandlaguda Jagir,Hyderabad",1225,6530.0
"Serilingampally, Hyderabad","Serilingampally, Hyderabad",3500,15710.0
Maram Seshaiah Rathnam Heights,"Indira Nagar, Vanasthalipuram,Hyderabad",1100,6090.0
Prajwalaa Temple Tree,"Beeramguda, Hyderabad",1005,5470.0
"Bolarum, Hyderabad","Bolarum, Hyderabad",5000,10000.0
"Shamshabad,Sathamrai Village, Hyderabad","Shamshabad,Sathamrai Village, Hyderabad",2676,11580.0
Aditya Villa Grande,"Santa Sriram Estates, Jeedimetla,Hyderabad",4795,13030.0
"Gayatri Enclave Muthangi ,Muthangi, Hyderabad","Gayatri Enclave Muthangi ,Muthangi, Hyderabad",1120,5890.0
Medchal 2,"Medchal, Hyderabad",1300,3770.0
"Vidya Nagar, Adikmet,Hyderabad","Vidya Nagar, Adikmet,Hyderabad",4302,8950.0
"Krishna Giri Enclave, Tarnaka,Hyderabad","Krishna Giri Enclave, Tarnaka,Hyderabad",2200,17500.0
"Jai Jawan Colony, Kapra,Hyderabad","Jai Jawan Colony, Kapra,Hyderabad",3200,5940.0
"KNR Meadows,Hari Hara Puram, B N Reddy Nagar,Hyderabad","KNR Meadows,Hari Hara Puram, B N Reddy Nagar,Hyderabad",1252,4790.0
Apurupa Urban,"Kothaguda, Hyderabad",2355,7430.0
Accurate Wind Chimes,"Narsingi, Hyderabad",1600,8440.0
Keerthi Westwinds,"Manchirevula, Hyderabad",8400,25590.0
"Venkateswara Colony, Bolarum,Hyderabad","Venkateswara Colony, Bolarum,Hyderabad",1470,4630.0
"YASH DEV,Gundlapochampalli, Hyderabad","YASH DEV,Gundlapochampalli, Hyderabad",1160,4340.0
Provident Kenworth,"Bhavani Colony, Premavathi Pet,Hyderabad",928,6900.0
Empire Urbana,"Financial District, Nanakaramguda,Hyderabad",1575,6670.0
Urban Tree,"Isnapur, Hyderabad",840,4000.0
Greenmetro Tulasi Bhagyanagar,"Dundigal, Hyderabad",990,4240.0
Sankalpa's Sadhika Homes,"Venkatraya Nagar, Nizampet,Hyderabad",1182,4650.0
Green Fort View,"Sai Harsha Nagar, Bandlaguda Jagir,Hyderabad",1271,5900.0
Pavani Harmony,"Velly View Enclave, Bandlaguda Jagir,Hyderabad",3500,11430.0
"Aminpur, Hyderabad","Aminpur, Hyderabad",1045,4300.0
"Kalyan Nagar, Sayeedabad,Hyderabad","Kalyan Nagar, Sayeedabad,Hyderabad",3500,5430.0
Shree Anurag Sri Sai Anurag New Town Phase 2,"Thumukunta, Hyderabad",843,4740.0
"Jauhara Apartments,Happy Homes Colony, Hyderabad","Jauhara Apartments,Happy Homes Colony, Hyderabad",1252,4950.0
"Pragathi Nagar, Hyderabad","Pragathi Nagar, Hyderabad",500,40000.0
"Bachupally Residency,Bachupally, Hyderabad","Bachupally Residency,Bachupally, Hyderabad",1267,4900.0
Town Centre Apartment,"Mokila, Hyderabad",1080,5090.0
"sagar homes ,Sathyanarayanapuram, Nagaram,Hyderabad","sagar homes ,Sathyanarayanapuram, Nagaram,Hyderabad",5200,3370.0
"Maruthi Nagar, Kothapet,Hyderabad","Maruthi Nagar, Kothapet,Hyderabad",4050,6170.0
"Ira orchid,New Town Colony, Isnapur,Hyderabad","Ira orchid,New Town Colony, Isnapur,Hyderabad",1000,4000.0
"Mallapur Village, Balapur,Hyderabad","Mallapur Village, Balapur,Hyderabad",1100,8090.0
"Puppal Guda, Qutub Shahi Tombs,Hyderabad","Puppal Guda, Qutub Shahi Tombs,Hyderabad",1100,13640.0
Modi Villa Orchids,"Venkusa Estates, Hyderabad",1940,11080.0
"Visaka Nagar, Almasguda,Hyderabad","Visaka Nagar, Almasguda,Hyderabad",2500,6000.0
Vertex Panache,"Kokapet, Hyderabad",1680,9820.0
"Sai Krupa Colony, Yapral,Hyderabad","Sai Krupa Colony, Yapral,Hyderabad",4000,10250.0
"Thumukunta, Hyderabad","Thumukunta, Hyderabad",2485,5000.0
"Rajajushpa Atria,Kokapet, Hyderabad","Rajajushpa Atria,Kokapet, Hyderabad",3455,13020.0
"Mehdipatnam, Hyderabad","Mehdipatnam, Hyderabad",5000,13700.0
RK Laxmi Kumar RK Heights,"Gaddi Annaram, Dilsukh Nagar,Hyderabad",1800,7720.0
Western Plaza,"OU Colony, Shaikpet,Hyderabad",1802,7210.0
"Information Colony, Hayathnagar,Hyderabad","Information Colony, Hayathnagar,Hyderabad",1550,4390.0
"AP Animal Husbandry Employees Colony, Shaikpet,Hyderabad","AP Animal Husbandry Employees Colony, Shaikpet,Hyderabad",4770,17820.0
"P S Rao Nagar, Dammaiguda,Hyderabad","P S Rao Nagar, Dammaiguda,Hyderabad",1400,11790.0
GK Pride,"Golf Pride Homes, Yapral,Hyderabad",1685,6410.0
Pruthvi Raintree Abode,"Rail Vihar, Serilingampally,Hyderabad",1380,6880.0
"L a Residency,NTR Nagar, LB Nagar,Hyderabad","L a Residency,NTR Nagar, LB Nagar,Hyderabad",1122,7130.0
Lanco Hills Apartments,"Manikonda, Hyderabad",3658,10880.0
"King Koti, Hyderguda,Hyderabad","King Koti, Hyderguda,Hyderabad",1575,25400.0
Sai Ratan Nivas,"Vivekananda Nagar, Dilsukh Nagar,Hyderabad",1000,7000.0
NCL Sindhu,"Kompally, Hyderabad",1760,8520.0
"Bachupally, Hyderabad","Bachupally, Hyderabad",1800,14890.0
"Mangapuram, Moula Ali,Hyderabad","Mangapuram, Moula Ali,Hyderabad",1800,12500.0
"Vinayak Nagar, Gachibowli,Hyderabad","Vinayak Nagar, Gachibowli,Hyderabad",5800,11720.0
 Maximus Hill Side Towers,"Aminpur, Hyderabad",1341,5590.0
"MIG Colony, Serilingampally,Hyderabad","MIG Colony, Serilingampally,Hyderabad",2000,15000.0
"Maruthi Nagar, Kothapet,Hyderabad","Maruthi Nagar, Kothapet,Hyderabad",1000,5500.0
"ALEAP Industrial Area, Gajularamaram,Hyderabad","ALEAP Industrial Area, Gajularamaram,Hyderabad",1700,9470.0
VRR Greenpark Enclave by VRR Constructions,"P S Rao Nagar, Dammaiguda,Hyderabad",1000,6000.0
"Medchal, Hyderabad","Medchal, Hyderabad",1367,2400.0
"Sri Kanakam ,ALEAP Industrial Area, Gajularamaram,Hyderabad","Sri Kanakam ,ALEAP Industrial Area, Gajularamaram,Hyderabad",1000,4250.0
"Sahara Enclave,Sri Sai Tarun Enclave, LB Nagar,Hyderabad","Sahara Enclave,Sri Sai Tarun Enclave, LB Nagar,Hyderabad",1100,5000.0
SV Narayana Reddy Homes,"Bhagya Nagar, Saroornagar,Hyderabad",755,5300.0
NMR Aashrith,"Turkayamjal, Hyderabad",1140,5170.0
"Vivekananda Nagar, Kukatpally,Hyderabad","Vivekananda Nagar, Kukatpally,Hyderabad",1100,5910.0
"Puppal Guda, Manikonda,Hyderabad","Puppal Guda, Manikonda,Hyderabad",1350,5180.0
Fort House,"Ramlingeswara Colony, Kothapet,Hyderabad",954,5870.0
Aaditris Empire,"Kollur, Hyderabad",1685,5220.0
Sai Ranga Residency,"Warasiguda, Padmarao Nagar,Hyderabad",930,6990.0
"Miyapur, Hyderabad","Miyapur, Hyderabad",951,3580.0
"Brindavan colony near Laxmiguda nearly Hanuman temple,Laxmiguda Village, Laxmiguda,Hyderabad","Brindavan colony near Laxmiguda nearly Hanuman temple,Laxmiguda Village, Laxmiguda,Hyderabad",1100,6270.0
Janapriya Lake Front,"Malla Reddy Colony, Kapra,Hyderabad",860,3950.0
"Smart Heights ,Bandlaguda, Chandrayangutta,Hyderabad","Smart Heights ,Bandlaguda, Chandrayangutta,Hyderabad",1210,3140.0
Sri Harsha Sethuram Unique Apartments,"Vijayapuri Colony, Tarnaka,Hyderabad",1114,6460.0
Surya Nagari society,"Yadamma Nagar, Alwal,Hyderabad",4600,5980.0
"Kantha Reddy Nagar, Attapur,Hyderabad","Kantha Reddy Nagar, Attapur,Hyderabad",1130,5310.0
"Prashanthi Hills, Almasguda,Hyderabad","Prashanthi Hills, Almasguda,Hyderabad",1650,4180.0
Lahari Estate,"AGI Colony, Moosapet,Hyderabad",995,4820.0
"Reddy colony,BK Enclave, Miyapur,Hyderabad","Reddy colony,BK Enclave, Miyapur,Hyderabad",1100,5640.0
"SriHaas infra projects Pvt Ltd,Chaitanya Nagar, B N Reddy Nagar,Hyderabad","SriHaas infra projects Pvt Ltd,Chaitanya Nagar, B N Reddy Nagar,Hyderabad",1350,10370.0
"Patancheru Industrial Area, Patancheru,Hyderabad","Patancheru Industrial Area, Patancheru,Hyderabad",2400,5290.0
"Siva Sai Puram, Badangpet,Hyderabad","Siva Sai Puram, Badangpet,Hyderabad",1000,6500.0
"Vanas,NGO Colony, Vanasthalipuram,Hyderabad","Vanas,NGO Colony, Vanasthalipuram,Hyderabad",5400,6850.0
"trumala cyber residency ,Police Colony, Kondapur,Hyderabad","trumala cyber residency ,Police Colony, Kondapur,Hyderabad",1200,6500.0
Sobhana Towers,"Vivekananda Nagar, Kukatpally,Hyderabad",950,5470.0
"Aditya Sri satya apartments,Raghavendra Colony, Kondapur,Hyderabad","Aditya Sri satya apartments,Raghavendra Colony, Kondapur,Hyderabad",1545,6470.0
Janapriya Nile Valley,"Janapriya Nile Valley, Miyapur,Hyderabad",1010,5250.0
Raj Swari Residency,"Hanuman Nagar Colony, Meerpet,Hyderabad",1000,4800.0
