Organisation,Mission_Status
RVSN USSR,Failure
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
NASA,Partial Failure
RVSN USSR,Success
OKB-586,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Failure
NASA,Partial Failure
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
ABMA,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
NASA,Success
General Dynamics,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
OKB-586,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Partial Failure
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
Martin Marietta,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Partial Failure
RVSN USSR,Failure
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Failure
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Partial Failure
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
General Dynamics,Success
Martin Marietta,Success
RVSN USSR,Success
US Air Force,Failure
ASI,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
US Air Force,Success
UT,Failure
RVSN USSR,Success
RVSN USSR,Failure
General Dynamics,Partial Failure
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Partial Failure
US Air Force,Success
US Air Force,Success
Armée de l'Air,Success
RVSN USSR,Success
RVSN USSR,Success
Armée de l'Air,Partial Failure
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
US Air Force,Failure
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
Martin Marietta,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
UT,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Prelaunch Failure
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
NASA,Success
General Dynamics,Success
US Air Force,Success
General Dynamics,Success
Martin Marietta,Success
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
UT,Failure
US Air Force,Success
General Dynamics,Success
RVSN USSR,Failure
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
Martin Marietta,Failure
NASA,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
General Dynamics,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
General Dynamics,Partial Failure
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
NASA,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
Martin Marietta,Success
NASA,Success
General Dynamics,Partial Failure
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
NASA,Success
General Dynamics,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Failure
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Failure
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
General Dynamics,Partial Failure
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Prelaunch Failure
US Air Force,Success
RVSN USSR,Partial Failure
US Air Force,Success
NASA,Success
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
Armée de l'Air,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Partial Failure
US Air Force,Failure
RVSN USSR,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
Martin Marietta,Partial Failure
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
Armée de l'Air,Success
RVSN USSR,Success
RVSN USSR,Partial Failure
NASA,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Failure
RVSN USSR,Success
RVSN USSR,Success
Martin Marietta,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Failure
RVSN USSR,Success
NASA,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
NASA,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
General Dynamics,Failure
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
Martin Marietta,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
NASA,Success
US Air Force,Success
General Dynamics,Failure
General Dynamics,Success
RVSN USSR,Success
NASA,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Failure
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
General Dynamics,Success
NASA,Success
RVSN USSR,Failure
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
General Dynamics,Failure
NASA,Success
US Air Force,Partial Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
NASA,Success
US Air Force,Success
General Dynamics,Partial Failure
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Failure
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
NASA,Success
General Dynamics,Failure
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Partial Failure
RVSN USSR,Success
General Dynamics,Success
NASA,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Failure
RVSN USSR,Success
US Air Force,Partial Failure
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Failure
US Air Force,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
NASA,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Failure
RVSN USSR,Failure
RVSN USSR,Success
NASA,Success
RVSN USSR,Success
RVSN USSR,Success
NASA,Success
RVSN USSR,Failure
US Air Force,Failure
RVSN USSR,Failure
US Air Force,Failure
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
NASA,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Failure
RVSN USSR,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Failure
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Failure
US Air Force,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
General Dynamics,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Prelaunch Failure
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Failure
RVSN USSR,Failure
RVSN USSR,Success
RVSN USSR,Success
US Air Force,Success
NASA,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Failure
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Failure
US Air Force,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Failure
US Air Force,Success
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
General Dynamics,Failure
NASA,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
NASA,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Failure
RVSN USSR,Failure
RVSN USSR,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Success
NASA,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
General Dynamics,Failure
US Air Force,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
US Air Force,Success
General Dynamics,Success
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Success
NASA,Success
US Air Force,Failure
US Air Force,Success
US Air Force,Failure
General Dynamics,Failure
US Air Force,Success
General Dynamics,Success
US Air Force,Success
NASA,Failure
RVSN USSR,Success
NASA,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
RVSN USSR,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
US Air Force,Partial Failure
NASA,Success
US Air Force,Success
General Dynamics,Partial Failure
US Air Force,Failure
US Air Force,Failure
General Dynamics,Partial Failure
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Failure
NASA,Success
General Dynamics,Failure
General Dynamics,Failure
US Air Force,Success
US Air Force,Success
US Air Force,Failure
NASA,Failure
RVSN USSR,Failure
NASA,Success
US Air Force,Failure
General Dynamics,Partial Failure
US Air Force,Success
US Air Force,Success
NASA,Success
US Air Force,Success
General Dynamics,Failure
US Air Force,Success
NASA,Partial Failure
General Dynamics,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Failure
NASA,Success
General Dynamics,Success
US Air Force,Success
US Air Force,Success
NASA,Failure
US Air Force,Success
US Air Force,Success
US Air Force,Failure
ABMA,Failure
NASA,Success
ABMA,Success
NASA,Failure
RVSN USSR,Success
US Air Force,Success
US Air Force,Failure
US Air Force,Success
RVSN USSR,Success
NASA,Success
RVSN USSR,Success
ABMA,Failure
US Air Force,Success
NASA,Success
US Air Force,Success
US Air Force,Success
NASA,Success
RVSN USSR,Success
RVSN USSR,Failure
General Dynamics,Success
NASA,Success
RVSN USSR,Failure
US Air Force,Success
NASA,Success
General Dynamics,Failure
US Air Force,Success
NASA,Failure
RVSN USSR,Success
US Air Force,Failure
US Air Force,Success
NASA,Failure
US Air Force,Success
ABMA,Success
US Air Force,Failure
RVSN USSR,Failure
General Dynamics,Failure
RVSN USSR,Failure
US Air Force,Success
General Dynamics,Failure
US Air Force,Success
RVSN USSR,Success
US Air Force,Failure
US Air Force,Success
US Air Force,Success
US Air Force,Success
NASA,Failure
RVSN USSR,Failure
US Air Force,Failure
US Air Force,Success
General Dynamics,Success
RVSN USSR,Success
US Air Force,Failure
RVSN USSR,Failure
US Air Force,Success
RVSN USSR,Failure
US Air Force,Success
US Air Force,Success
ABMA,Failure
US Air Force,Success
General Dynamics,Failure
US Air Force,Failure
US Air Force,Failure
General Dynamics,Failure
US Air Force,Failure
US Air Force,Success
ABMA,Success
RVSN USSR,Success
US Navy,Partial Failure
US Air Force,Failure
RVSN USSR,Success
NASA,Partial Failure
US Air Force,Success
ABMA,Failure
US Air Force,Success
US Air Force,Success
ABMA,Failure
US Air Force,Failure
US Navy,Failure
RVSN USSR,Failure
US Air Force,Failure
US Navy,Failure
US Air Force,Success
ABMA,Success
US Air Force,Failure
US Navy,Success
RVSN USSR,Partial Failure
US Air Force,Success
ABMA,Partial Failure
RVSN USSR,Failure
NASA,Failure
ABMA,Failure
RVSN USSR,Failure
NASA,Partial Failure
US Navy,Failure
RVSN USSR,Failure
US Navy,Failure
US Navy,Failure
US Navy,Failure
ABMA,Failure
US Navy,Failure
US Air Force,Failure
US Navy,Failure
ABMA,Success
US Navy,Failure
US Navy,Failure
US Navy,Failure
RVSN USSR,Success
US Navy,Failure
RVSN USSR,Failure
ABMA,Success
US Navy,Success
ABMA,Failure
US Navy,Failure
ABMA,Success
US Navy,Failure
RVSN USSR,Success
RVSN USSR,Success
