Organisation,Details,Rocket_Status,Price
CASC,Long March 4C | Gaofen-3 03,Active,64.68
Rocket Lab,Electron/Curie | Without Mission a Beat,Active,7.5
SpaceX,Falcon 9 Block 5 | Transporter 4,Active,67.0
Blue Origin,New Shepard | NS-20,Active,
CASC,Long March 11 | Tianping-2 A to C,Active,5.3
CASC,Long March 6A | Pujiang-2 & Tiankun-2,Active,
VKS RF,Soyuz 2.1a/Fregat-M | Meridian-M n°20L,Active,23.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-12,Active,67.0
Roscosmos,Soyuz 2.1a | Soyuz MS-21,Active,17.42
CASC,Long March 4C | Yaogan 34-02,Active,64.68
Astra,Rocket 3 | Spaceflight Astra-1,Retired,2.5
SpaceX,Falcon 9 Block 5 | Starlink Group 4-10,Active,67.0
IRGC,Qased | Nour 2,Active,
CASC,Long March 2C | Yinhe-1 (x6) & Others,Active,30.8
SpaceX,Falcon 9 Block 5 | Starlink Group 4-9,Active,67.0
ULA,Atlas V 541 | GOES-T (GOES-18),Active,145.0
Rocket Lab,Electron/Curie | The Owl’s Night Continues,Active,7.5
CASC,"Long March 8 (Core Only) | Hainan-1, Jilin Gaofen-03D & Others",Active,27.0
CASC,Long March 4C | L-SAR 01B,Active,64.68
SpaceX,Falcon 9 Block 5 | Starlink Group 4-11,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-8,Active,67.0
Northrop,Antares 230+ | CRS NG-17,Retired,85.0
Roscosmos,Soyuz 2.1a | Progress MS-19,Active,17.42
ISRO,PSLV-XL | EOS-04 & Others,Active,31.0
Astra,Rocket 3 | VCLS Demo-2A,Retired,2.5
Arianespace,Soyuz ST-B/Fregat-MT | OneWeb #13,Active,30.0
VKS RF,Soyuz 2.1a/Fregat-M | Cosmos 2553,Active,23.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-7,Active,67.0
SpaceX,Falcon 9 Block 5 | NROL-87,Active,67.0
SpaceX,Falcon 9 Block 5 | CSG-2,Active,67.0
CASC,Long March 4C | L-SAR 01A,Active,64.68
ULA,Atlas V 511 | GSSAP 5 & 6 (USSF-8),Retired,130.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-6,Active,67.0
CASC,Long March 2D | Shiyan 13,Active,29.75
Virgin Orbit,LauncherOne | STP-27VPB/Above the Clouds,Retired,12.0
SpaceX,Falcon 9 Block 5 | Transporter 3,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-5,Active,67.0
ISA,Simorgh | 3 Unknown payloads,Active,
CASC,Long March 3B/E | TJSW-9,Active,29.15
CASC,Long March 2D | Tianhui 4,Active,29.75
VKS RF,Angara A5/Blok DM-03 | MGM n°3,Active,100.0
Starsem,Soyuz 2.1b/Fregat | OneWeb #12,Active,25.0
CASC,Long March 4C | Ziyuan-1 02E & CAS-9,Active,64.68
Arianespace,Ariane 5 ECA | James Webb Space Telescope (JWST),Retired,200.0
CASC,Long March 7A | Shiyan 12-01 & 02,Active,
MHI,H-IIA 204 | Inmarsat I-6 F1,Active,
SpaceX,Falcon 9 Block 5 | CRS SpX-24,Active,67.0
SpaceX,Falcon 9 Block 5 | Türksat 5B,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-4,Active,67.0
ExPace,Kuaizhou 1A | GeeSAT-1A & 1B,Active,5.8
CASC,Long March 3B/E | Tianlian-2-02,Active,29.15
Roscosmos,Proton-M/Briz-M | Ekspress-AMU3 & AMU7,Active,65.0
Blue Origin,New Shepard | NS-19,Active,
CASC,Long March 4B | Shijian 6 Group 05,Active,64.68
SpaceX,Falcon 9 Block 5 | IXPE,Active,67.0
Rocket Lab,Electron/Curie | A Data With Destiny,Active,7.5
Roscosmos,Soyuz 2.1a | Soyuz MS-20 / Space Adventures,Active,17.42
ULA,Atlas V 551 | STP-3,Active,153.0
Galactic Energy,Ceres-1 | Keep On Moving,Active,4.38
Arianespace,Soyuz ST-B/Fregat-MT | Galileo FOC FM23-FM24,Active,30.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-3 & BlackSky,Active,67.0
CASC,Long March 3B/E | ChinaSat 1D,Active,29.15
VKS RF,Soyuz 2.1b/Fregat | Cosmos 2552,Active,25.0
CASIC,Kuaizhou 1A | Shiyan 11,Active,5.8
Roscosmos,Soyuz 2.1b | Progress M-UM Prichal,Active,20.0
SpaceX,Falcon 9 Block 5 | DART,Active,67.0
CASC,Long March 4C | Gaofen-3 02,Active,64.68
Astra,Rocket 3 | STP-27AD2,Retired,2.5
CASC,Long March 4B | Gaofen-11 03,Active,64.68
Rocket Lab,Electron/Curie | Love At First Insight,Active,7.5
Arianespace,"Vega | CERES 1, 2 & 3",Active,37.0
SpaceX,Falcon 9 Block 5 | Starlink Group 4-1,Active,67.0
SpaceX,Falcon 9 Block 5 | SpaceX Crew-3,Active,67.0
JAXA,Epsilon PBS | RAISE-2 & Others,Active,39.0
CASC,Long March 2D | Yaogan 35 A/B/C,Active,29.75
CASC,Long March 6 | SDGSAT-1,Active,19.0
CASC,Long March 2C/YZ-1S | Yaogan-32 02,Active,30.8
Roscosmos,Soyuz 2.1a | Progress MS-18,Active,17.42
ExPace,Kuaizhou 1A | Jilin-1 High Resolution 02F,Active,5.8
MHI,H-IIA 202 | QZS-1R,Active,90.0
Arianespace,Ariane 5 ECA | SES-17 & Syracuse-4A,Retired,200.0
CASC,Long March 3B/E | Shijian 21,Active,29.15
KARI,KSLV-2 | Test Flight,Active,
ULA,Atlas V 401 | Lucy,Active,109.0
CASC,Long March 2F/G | Shenzhou 13,Active,
CASC,Long March 2D | CHASE (Chinese Hα Solar Explorer) & Tianyuan-1,Active,29.75
Starsem,Soyuz 2.1b/Fregat | OneWeb #11,Active,25.0
Blue Origin,New Shepard | NS-18,Active,
Roscosmos,Soyuz 2.1a | Soyuz MS-19,Active,17.42
ULA,Atlas V 401 | Landsat 9 & Others,Active,109.0
CASC,Long March 3B/E | Shiyan 10,Active,29.15
ExPace,Kuaizhou 1A | Jilin-1 High Resolution 02D,Active,5.8
CASC,Long March 7 | Tianzhou 3,Active,
SpaceX,Falcon 9 Block 5 | Inspiration4,Active,67.0
Starsem,Soyuz 2.1b/Fregat | OneWeb #10,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink Group 2-1,Active,67.0
VKS RF,Soyuz 2.1v/Volga | Cosmos 2551,Active,
CASC,Long March 3B/E | ChinaSat 9B (Zhongxing-9B),Active,29.15
CASC,Long March 4C | Gaofen-5 02,Active,64.68
Firefly,Alpha | DREAM (Demo Flight),Active,15.0
SpaceX,Falcon 9 Block 5 | CRS SpX-23,Active,67.0
Astra,Rocket 3 | STP-27AD1,Retired,2.5
Blue Origin,New Shepard | NS-17,Active,
CASC,Long March 3B/E | TJSW-7,Active,29.15
CASC,Long March 2C/YZ-1S | RSW-01 - 03,Active,30.8
Starsem,Soyuz 2.1b/Fregat | OneWeb #9,Active,25.0
CASC,Long March 4B | Tianhui-2 2A & 2B,Active,64.68
Arianespace,Vega | Pléiades-Néo 4 & SSMS n°3,Active,37.0
ISRO,GSLV Mk II | EOS-03,Active,47.0
Northrop,Antares 230+ | CRS NG-16,Retired,85.0
CASC,Long March 3B/E | Zhongxing-2E,Active,29.15
CASC,Long March 6 | KL-Beta A & B,Active,19.0
i-Space,Hyperbola-1 | Jilin-1 Mofang-01A (?),Active,
Arianespace,Ariane 5 ECA | Eutelsat Quantum & Star One D2,Retired,200.0
Rocket Lab,Electron/Curie | It’s a Little Chile Up Here,Active,7.5
CASC,Long March 2D | Tianhui-1 04,Active,29.75
Roscosmos,Proton-M | MLM-U Nauka,Active,65.0
Blue Origin,New Shepard | NS-16,Active,
CASC,Long March 2C | Yaogan-30 10,Active,30.8
Virgin Galactic,SpaceShipTwo | Unity 22,Active,
CASC,Long March 6 | Zhongzi Group 02 (Ningxia-1-02),Active,19.0
CASC,Long March 3C/E | Tianlian 1-05,Active,20.0
CASC,Long March 4C | Fengyun-3E,Active,64.68
CASC,Long March 2D | Jilin-1 Wideband-01B & High Resolution 03D,Active,29.75
Starsem,Soyuz 2.1b/Fregat | OneWeb #8,Active,25.0
SpaceX,Falcon 9 Block 5 | Transporter 2,Active,67.0
Virgin Orbit,"LauncherOne | Tubular Bells, Part One",Retired,12.0
Roscosmos,Soyuz 2.1a | Progress MS-17,Active,17.42
VKS RF,Soyuz 2.1b | Cosmos 2550,Active,20.0
CASC,Long March 2C | Yaogan-30 09 & Apocalypse 14,Active,30.8
SpaceX,Falcon 9 Block 5 | GPS III-5,Active,67.0
CASC,Long March 2F/G | Shenzhou 12,Active,
Northrop,Minotaur I | NROL-111,Active,40.0
Northrop,Pegasus XL | Odyssey (TacRL-2),Active,40.0
CASC,"Long March 2D | Beijing-3, Haisi-2 & Others",Active,29.75
SpaceX,Falcon 9 Block 5 | SXM-8,Active,67.0
SpaceX,Falcon 9 Block 5 | CRS SpX-22,Active,67.0
CASC,Long March 3B/E | Fengyun-4B,Active,29.15
CASC,Long March 7 | Tianzhou 2,Active,
Starsem,Soyuz 2.1b/Fregat | OneWeb #7,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L28,Active,67.0
Virgin Galactic,SpaceShipTwo | VF-03,Active,
CASC,Long March 4B | Haiyang 2D,Active,64.68
ULA,Atlas V 421 | SBIRS GEO-5,Active,123.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L26 & Rideshares,Active,67.0
Rocket Lab,Electron/Curie | Running Out of Toes,Active,7.5
SpaceX,Falcon 9 Block 5 | Starlink V1 L27,Active,67.0
CASC,Long March 2C | Yaogan-30 08 & Apocalypse 12,Active,30.8
SpaceX,Starship Prototype | 10-Kilometer Test Flight,Active,
SpaceX,Falcon 9 Block 5 | Starlink V1 L25,Active,67.0
CASC,Long March 4C | Yaogan 34,Active,64.68
SpaceX,Falcon 9 Block 5 | Starlink V1 L24,Active,67.0
CASC,Long March 5B | Tianhe,Active,
Arianespace,Vega | Pléiades-Néo 3 & SSMS n°2,Active,37.0
CASC,"Long March 6 | Qilu-1, 4 & Rideshares",Active,19.0
ULA,Delta IV Heavy | KH-11 18 (USA-314) (NROL-82),Active,350.0
Starsem,Soyuz 2.1b/Fregat | OneWeb #6,Active,25.0
SpaceX,Falcon 9 Block 5 | SpaceX Crew-2,Active,67.0
Blue Origin,New Shepard | NS-15,Active,
Roscosmos,Soyuz 2.1a | Soyuz MS-18,Active,17.42
CASC,Long March 4B | Shiyan-6 03,Active,64.68
SpaceX,Falcon 9 Block 5 | Starlink V1 L23,Active,67.0
CASC,Long March 4C | Gaofen-12 02,Active,64.68
SpaceX,Starship Prototype | 10-Kilometer Test Flight,Active,
Starsem,Soyuz 2.1b/Fregat | OneWeb #5,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L22,Active,67.0
Rocket Lab,Electron/Photon | They Go Up So Fast,Active,7.5
GK LS,Soyuz 2.1a/Fregat-M | CAS500-1 & Others,Active,23.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L21,Active,67.0
CASC,Long March 4C | Yaogan-31 04,Active,64.68
CASC,Long March 7A | Shiyan 9,Active,
SpaceX,Falcon 9 Block 5 | Starlink V1 L20,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L17,Active,67.0
SpaceX,Starship Prototype | 10-Kilometer Test Flight,Active,
Roscosmos,Soyuz 2.1b/Fregat-M | Arktika-M n°1,Active,25.0
ISRO,PSLV-DL | Amazônia 1 & Others,Active,
CASC,Long March 4C | Yaogan-31 03,Active,64.68
Northrop,Antares 230+ | CRS NG-15,Retired,85.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L19,Active,67.0
Roscosmos,Soyuz 2.1a | Progress MS-16,Active,17.42
CASC,Long March 3B/E | TJS-6,Active,29.15
SpaceX,Falcon 9 Block 5 | Starlink V1 L18,Active,67.0
VKS RF,Soyuz 2.1b | Cosmos 2549,Active,20.0
SpaceX,Starship Prototype | 10-Kilometer Test Flight,Active,
ISA,Zoljanah | Demo Flight 2,Active,
i-Space,Hyperbola-1 | 6 Unknown Payloads,Active,
CASC,Long March 4C | Yaogan-31 02,Active,64.68
SpaceX,Falcon 9 Block 5 | Transporter 1,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L16,Active,67.0
Rocket Lab,Electron/Curie | Another One Leaves The Crust,Active,7.5
CASC,Long March 3B/E | Tiantong-1 03,Active,29.15
Virgin Orbit,LauncherOne | ELaNa XX,Retired,12.0
Blue Origin,New Shepard | NS-14,Active,
SpaceX,Falcon 9 Block 5 | Türksat 5A,Active,67.0
Arianespace,Soyuz ST-A/Fregat-M | CSO-2,Active,30.0
CASC,Long March 4C | Yaogan-33(R) & Weina 2,Active,64.68
CASC,"Long March 8 | XJY-7, Haisi-1 & Others",Active,27.0
SpaceX,Falcon 9 Block 5 | NROL-108,Active,67.0
Starsem,Soyuz 2.1b/Fregat | OneWeb #4,Active,25.0
ISRO,PSLV-XL | CMS-01,Active,31.0
Astra,Rocket 3 | Rocket 3.2 Orbital Launch Attempt,Retired,2.5
Rocket Lab,Electron/Curie | The Owl’s Night Begins,Active,7.5
VKS RF,Angara A5/Briz-M | MGM n°2,Active,100.0
SpaceX,Falcon 9 Block 5 | SXM-7,Active,67.0
Virgin Galactic,SpaceShipTwo | VF-02,Active,
ULA,Delta IV Heavy | NROL-44 (USA-311),Active,350.0
SpaceX,Starship Prototype | 12.5-Kilometer Test Flight,Active,
CASC,Long March 11 | GECAM 1 & 2,Active,5.3
SpaceX,Falcon 9 Block 5 | CRS SpX-21,Active,67.0
CASC,Long March 3B/E | Gaofen 14,Active,29.15
VKS RF,Soyuz 2.1b/Fregat-M | Goniets-M n°30L to 32L & Cosmos 2548,Active,25.0
Arianespace,Soyuz ST-A/Fregat-M | Falcon Eye 2,Active,30.0
MHI,H-IIA 202 | JDRS-1,Active,90.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L15,Active,67.0
CASC,Long March 5 | Chang'e 5,Active,
SpaceX,Falcon 9 Block 5 | Sentinel-6A Michael Freilich,Active,67.0
Rocket Lab,Electron/Curie | Return To Sender,Active,7.5
Arianespace,Vega | Taranis & Seosat,Active,37.0
SpaceX,Falcon 9 Block 5 | SpaceX Crew-1,Active,67.0
ULA,Atlas V 531 | NROL-101,Active,140.0
CASC,Long March 3B/E | Tiantong-1 02,Active,29.15
ISRO,PSLV-DL | EOS-01 & Rideshares,Active,
Galactic Energy,Ceres-1 | I Believe I Can Fly,Active,4.38
CASC,Long March 6 | ÑuSat 9 to 18 & Others,Active,19.0
SpaceX,Falcon 9 Block 5 | GPS III-4,Active,67.0
Rocket Lab,Electron/Curie | In Focus,Active,7.5
CASC,Long March 2C | Yaogan-30 07 & Apocalypse-6,Active,30.8
VKS RF,Soyuz 2.1b/Fregat-M | Cosmos 2547,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L14,Active,67.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L13,Active,67.0
Roscosmos,Soyuz 2.1a | Soyuz MS-17,Active,17.42
Blue Origin,New Shepard | NS-13,Active,
CASC,Long March 3B/E | Gaofen-13,Active,29.15
SpaceX,Falcon 9 Block 5 | Starlink V1 L12,Active,67.0
Northrop,Antares 230+ | CRS NG-14,Retired,85.0
VKS RF,Soyuz 2.1b/Fregat | Goniets-M n°27L to 29L & Others,Active,25.0
CASC,Long March 4B | Huanjing-2A & 2B,Active,64.68
CASC,Long March 4B | Haiyang 2C,Active,64.68
CASC,Long March 11H | Jilin-1 High Resolution 03,Active,5.3
ExPace,Kuaizhou 1A | Jilin-1 High Resolution 02C,Active,5.8
Astra,Rocket 3 | Rocket 3.1 Orbital Launch Attempt,Retired,2.5
CASC,Long March 4B | Gaofen-11 02,Active,64.68
CASC,Long March 2F/T | Experimental Spaceplane (CSSHQ),Active,
SpaceX,Falcon 9 Block 5 | Starlink V1 L11,Active,67.0
Arianespace,Vega | SSMS n°1 PoC,Active,37.0
Rocket Lab,Electron/Photon | I Can’t Believe It’s Not Optical,Active,7.5
SpaceX,Falcon 9 Block 5 | SAOCOM 1B & Rideshares,Active,67.0
CASC,"Long March 2D | Gaofen-9 05, Tiantuo-5 & MTS",Active,29.75
SpaceX,Falcon 9 Block 5 | Starlink V1 L10 & SkySat 19 to 21,Active,67.0
Arianespace,"Ariane 5 ECA | BSat 4b & Galaxy 30, MEV-2",Retired,200.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L9 & BlackSky,Active,67.0
CASC,Long March 2D | Gaofen-9 04 & Q-SAT,Active,29.75
Roscosmos,Proton-M/Briz-M | Ekspress-80 & Ekspress-103,Active,65.0
ULA,Atlas V 541 | Perseverance,Active,145.0
CASC,"Long March 4B | Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1",Active,64.68
Roscosmos,Soyuz 2.1a | Progress MS-15,Active,17.42
CASC,Long March 5 | Tianwen-1,Active,
SpaceX,Falcon 9 Block 5 | ANASIS-II,Active,67.0
MHI,H-IIA 202 | Al-Amal (Hope),Active,90.0
Northrop,Minotaur IV | NROL-129,Active,46.0
ExPace,Kuaizhou 11 | Jilin-1 02E & CentiSpace-1 S2,Active,28.3
CASC,Long March 3B/E | Apstar-6D,Active,29.15
IAI,Shavit-2 | Ofek-16,Active,
CASC,Long March 2D | Shiyan-6 02,Active,29.75
Rocket Lab,Electron/Curie | Pics Or It Didn’t Happen,Active,7.5
CASC,Long March 4B | Gaofen Duomo & BY-02,Active,64.68
SpaceX,Falcon 9 Block 5 | GPS III-3,Active,67.0
CASC,Long March 3B/E | Beidou-3 G3,Active,29.15
CASC,"Long March 2D | Gaofen-9 03, Pixing III A & HEAD-5",Active,29.75
SpaceX,Falcon 9 Block 5 | Starlink V1 L8 & SkySat 16 to 18,Active,67.0
Rocket Lab,Electron/Curie | Don't Stop Me Now,Active,7.5
CASC,Long March 2C | Haiyang-1D,Active,30.8
SpaceX,Falcon 9 Block 5 | Starlink V1 L7,Active,67.0
CASC,Long March 2D | Gaofen-9 02 & HEAD-4,Active,29.75
SpaceX,Falcon 9 Block 5 | SpaceX Demo-2,Active,67.0
CASC,Long March 11 | XJS-G & XJS-H,Active,5.3
Virgin Orbit,LauncherOne | Demo Flight,Retired,12.0
VKS RF,Soyuz 2.1b/Fregat-M | Cosmos 2546,Active,25.0
MHI,H-IIB | HTV-9,Retired,112.5
ULA,Atlas V 501 | OTV-6 (USSF-7),Active,120.0
ExPace,Kuaizhou 1A | Xingyun-2 01 (Wuhan) & 02,Active,5.8
CASC,Long March 5B | Demo Flight (XZF-SC & RCS-FC-SC),Active,
Roscosmos,Soyuz 2.1a | Progress MS-14,Active,17.42
SpaceX,Falcon 9 Block 5 | Starlink V1 L6,Active,67.0
IRGC,Qased | Nour 1,Active,
CASC,Long March 3B/E | Nusantara Dua,Active,29.15
Roscosmos,Soyuz 2.1a | Soyuz MS-16,Active,17.42
ULA,Atlas V 551 | AEHF 6 & TDO 2,Active,153.0
CASC,Long March 2C | Yaogan-30 06,Active,30.8
Starsem,Soyuz 2.1b/Fregat | OneWeb #3,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L5,Active,67.0
VKS RF,Soyuz 2.1b/Fregat-M | Cosmos 2545,Active,25.0
CASC,Long March 7A | XJY-6,Active,
CASC,Long March 3B/E | Beidou-3 G2,Active,29.15
SpaceX,Falcon 9 Block 5 | CRS SpX-20,Active,67.0
VKS RF,Soyuz 2.1a/Fregat-M | Meridian-M n°19L,Active,23.0
CASC,Long March 2D | XJS-C to F,Active,29.75
Arianespace,Ariane 5 ECA | JCSAT-17 & GEO-KOMPSAT 2B,Retired,200.0
SpaceX,Falcon 9 Block 5 | Starlink V1 L4,Active,67.0
Northrop,Antares 230+ | CRS NG-13,Retired,85.0
ULA,Atlas V 411 | Solar Orbiter,Retired,115.0
ISA,Simorgh | Zafar 1,Active,
MHI,H-IIA 202 | IGS-Optical 7,Active,90.0
Starsem,Soyuz 2.1b/Fregat | OneWeb #2,Active,25.0
Rocket Lab,Electron/Curie | Birds of a Feather,Active,7.5
SpaceX,Falcon 9 Block 5 | Starlink V1 L3,Active,67.0
SpaceX,Falcon 9 Block 5 | Crew Dragon Inflight Abort Test,Active,67.0
Arianespace,Ariane 5 ECA | Eutelsat Konnect BB4A & GSAT-30,Retired,200.0
ExPace,Kuaizhou 1A | Yinhe-1 #0,Active,5.8
CASC,"Long March 2D | Jilin-1 Kuanfu 01, ÑuSat-7/8 & Apocalypse 5",Active,29.75
CASC,Long March 3B/E | TJSW-5,Active,29.15
SpaceX,Falcon 9 Block 5 | Starlink V1 L2,Active,67.0
CASC,Long March 5 | Shijian-20,Active,
VKS RF,Rokot/Briz KM | Goniets-M n°24L to 26L & Blits-M1,Retired,13.0
Roscosmos,Proton-M/DM-3 | Elektro-L n°3,Active,65.0
ULA,Atlas V N22 | Starliner OFT-1,Active,
CASC,"Long March 4B | CBERS-4A, ETRSS-1 & Others",Active,64.68
Arianespace,"Soyuz ST-A/Fregat-M | CSG-1, CHEOPS & Others",Active,30.0
SpaceX,Falcon 9 Block 5 | JCSAT-18 / Kacific-1,Active,67.0
CASC,Long March 3B/YZ-1 | Beidou-3 M19 & M20,Active,
Blue Origin,New Shepard | NS-12,Active,
ISRO,PSLV-QL | RISAT 2BR1 & Rideshares,Active,21.0
VKS RF,Soyuz 2.1b/Fregat | Cosmos 2544,Active,25.0
ExPace,"Kuaizhou 1A | HEAD-2A/B, SpaceTY 16/17 & Apocalypse 4A/B",Active,5.8
ExPace,Kuaizhou 1A | Jilin-1 Gaofen-02B,Active,5.8
Roscosmos,Soyuz 2.1a | Progress MS-13,Active,17.42
Rocket Lab,Electron/Curie | Running Out Of Fingers,Active,7.5
SpaceX,Falcon 9 Block 5 | CRS SpX-19,Active,67.0
CASC,Long March 4C | Gaofen-12,Active,64.68
ISRO,PSLV-XL | Cartosat-3 & Rideshares,Active,31.0
Arianespace,Ariane 5 ECA | Inmarsat 5 F5 & TIBA-1,Retired,200.0
VKS RF,Soyuz 2.1v/Volga | Cosmos 2542 & 2543,Active,
CASC,Long March 3B/YZ-1 | Beidou-3 M21 & M22,Active,
ExPace,Kuaizhou 1A | KL-Alpha A & KL-Alpha B,Active,5.8
CASC,Long March 6 | Ningxia-1 (x5),Active,19.0
ExPace,Kuaizhou 1A | Jilin 1-02A,Active,5.8
SpaceX,Falcon 9 Block 5 | Starlink V1 L1,Active,67.0
CASC,Long March 3B/E | Beidou-3 IGSO-3,Active,29.15
CASC,Long March 4B | Gaofen-7 & Others,Active,64.68
Northrop,Antares 230+ | CRS NG-12,Retired,85.0
CASC,Long March 3B/E | TJSW-4,Active,29.15
Rocket Lab,Electron/Curie | As The Crow Flies,Active,7.5
Northrop,Pegasus XL | ICON,Active,40.0
ILS,Proton-M/Briz-M | Eutelsat 5 West B & MEV-1,Active,65.0
CASC,Long March 4C | Gaofen 10(R),Active,64.68
VKS RF,Soyuz 2.1b/Fregat | Cosmos 2541,Active,25.0
Roscosmos,Soyuz FG | Soyuz MS-15,Retired,
CASC,Long March 2D | Yunhai-1 02,Active,29.75
MHI,H-IIB | HTV-8,Retired,112.5
CASC,Long March 3B/YZ-1 | Beidou-3 M23 & M24,Active,
CASC,Long March 11 | Zhuhai-1 Group 03,Active,5.3
CASC,"Long March 4B | Ziyuan-2D, BNU-1 & Taurus-1",Active,64.68
ExPace,Kuaizhou 1A | KX-09 & Others,Active,5.8
VKS RF,Rokot/Briz KM | Cosmos 2540,Retired,13.0
ISA,Safir-1B+ | Nahid-1,Active,
ULA,"Delta IV Medium+ (4,2) | GPS III-2",Retired,164.0
Roscosmos,Soyuz 2.1a | Soyuz MS-14 (60S),Active,17.42
Rocket Lab,"Electron/Curie | Look Ma, No Hands",Active,7.5
CASC,Long March 3B/E | ChinaSat-18,Active,29.15
CASC,"Jielong-1 | Apocalypse 2, Qiancheng 1 & Xingshidai 5",Active,7.5
ULA,Atlas V 551 | AEHF 5 & TDO 1,Active,153.0
SpaceX,Falcon 9 Block 5 | AMOS-17,Active,67.0
Arianespace,Ariane 5 ECA | EDRS-C/HYLAS 3 & Intelsat 39,Retired,200.0
Roscosmos,Proton-M/Briz-M | Cosmos 2539,Active,65.0
Roscosmos,Soyuz 2.1a | Progress MS-12,Active,17.42
VKS RF,Soyuz 2.1a/Fregat-M | Meridian-M n°18L,Active,23.0
CASC,Long March 2C | Yaogan-30 05,Active,30.8
SpaceX,Falcon 9 Block 5 | CRS SpX-18,Active,67.0
i-Space,Hyperbola-1 | CAS-7B & Hangtian KKG Sat,Active,
ISRO,LVM-3 | Chandrayaan-2,Active,62.0
Roscosmos,Soyuz FG | Soyuz MS-13,Retired,
Roscosmos,Proton-M/DM-3 | Spektr-RG,Active,65.0
Arianespace,Vega | Falcon Eye 1,Active,37.0
VKS RF,Soyuz 2.1v/Volga | Cosmos 2535 to 2538,Active,
Roscosmos,"Soyuz 2.1b/Fregat-M | Meteor-M No.2-2, Landmapper-BC 5 & 6, & Others",Active,25.0
Rocket Lab,Electron/Curie | Make It Rain,Active,7.5
SpaceX,Falcon Heavy | STP-2,Active,97.0
CASC,Long March 3B/E | Beidou-3 IGSO-2,Active,29.15
Arianespace,Ariane 5 ECA | Eutelsat 7C &  AT&T T-16,Retired,200.0
SpaceX,Falcon 9 Block 5 | RADARSAT Constellation,Active,67.0
CASC,Long March 11H | Jilin-1 & Others,Active,5.3
Roscosmos,Proton-M/Briz-M | Yamal 601,Active,65.0
Roscosmos,Soyuz 2.1b/Fregat-M | Cosmos 2534,Active,25.0
SpaceX,Falcon 9 Block 5 | Starlink V0.9,Active,67.0
CASC,Long March 4C | Yaogan-33,Active,64.68
ISRO,PSLV-CA | RISAT-2B,Active,21.0
CASC,Long March 3C/E | Beidou-2 G8,Active,20.0
Rocket Lab,Electron/Curie | That's a Funny Looking Cactus,Active,7.5
SpaceX,Falcon 9 Block 5 | CRS SpX-17,Active,67.0
Blue Origin,New Shepard | NS-11,Active,
CASC,Long March 4B | Tianhui-2 1A & 1B,Active,64.68
CASC,Long March 3B/E | Beidou-3 IGSO-1,Active,29.15
Northrop,Antares 230 | CRS NG-11,Retired,85.0
SpaceX,Falcon Heavy | ArabSat 6A,Active,97.0
Arianespace,Soyuz ST-B/Fregat-MT | O3b FM17-FM20,Active,30.0
Roscosmos,Soyuz 2.1a | Progress MS-11,Active,17.42
ISRO,PSLV-QL | EMISAT & Rideshares,Active,21.0
CASC,Long March 3B/E | Tianlian-2-01,Active,29.15
Rocket Lab,Electron/Curie | Two Thumbs Up,Active,7.5
OneSpace,OS-M1 | Lingque 1B,Retired,
Arianespace,Vega | PRISMA,Active,37.0
ULA,"Delta IV Medium+ (5,4) | WGS-10 (USA-291)",Retired,
Roscosmos,Soyuz FG | Soyuz MS-12,Retired,
CASC,Long March 3B/E | ChinaSat-6C,Active,29.15
SpaceX,Falcon 9 Block 5 | SpaceX Demo-1,Active,67.0
Arianespace,Soyuz ST-B/Fregat-M | OneWeb #1,Active,30.0
Virgin Galactic,SpaceShipTwo | VF-01,Active,
SpaceX,Falcon 9 Block 5 | Nusantara Satu & Beresheet,Active,67.0
VKS RF,Soyuz 2.1b/Fregat-M | EgyptSat-A,Active,25.0
ISA,Safir-1B+ | Dousti,Active,
Arianespace,Ariane 5 ECA | GSAT-31 & Hellas-Sat-4,Retired,200.0
ISRO,PSLV-DL | Microsat-R & Kalamsat v2,Active,
Blue Origin,New Shepard | NS-10,Active,
CASC,Long March 11 | Jilin-1 Hyperspectral & Others,Active,5.3
ULA,Delta IV Heavy | KH-11 17 (USA-290) (NROL-71),Active,350.0
JAXA,Epsilon PBS | Innovative Satellite Technology Demonstration-1,Active,39.0
ISA,Simorgh | Payam-e Amirkabir,Active,
