Name,Baths,Balcony
"Chakan, Pune",3,Yes
"Dynandeep Vishwa,Alandi, Pune",2,No
Avani Nilay,2,Yes
Maharashtra Co-Operative Housing Society,2,No
Kanchan Vrundavan,2,Yes
"Uruli Kanchan, Pune",2,Yes
"Pune Okayama Friendship Garden, Dattavadi,Pune",3,Yes
"Dajikaka Anant Srishti,Jambhul, Pune",3,No
"Saikrupa builder,Shiroli, Pune",2,Yes
Kohinoor Ambrosia,3,Yes
"Bibwewadi, Pune",2,Yes
"Shirgaon, Pune",2,No
SB Jay Ganesh Plaza,2,No
"Prathamesh building ,Hinjewadi Phase 1, Hinjewadi,Pune",1,No
Xrbia Abode,1,No
Vista,2,Yes
"vishwshanti colony 2,Shri Ram Colony, Pimple Saudagar,Pune",2,No
"Kinara Housing,Mangalwar Peth, Kasba Peth,Pune",3,Yes
"Yerawada, Pune",1,Yes
"Mangadewadi, Pune",2,No
"Bhagwan Gautam Buddh housing society,Tilekar Nagar, Kondhwa Budruk,Pune",1,No
"Uruli Kanchan, Pune",2,No
Gangadham Phase 2,2,No
Pristine City,3,No
"Shantai home chikhli,Talawade Gaon, Talwade,Pune",2,No
Axis Whistling Meadows A by Axis Paradigm Spaces Pvt. Ltd.,1,Yes
"Om sai Devlopers,Charholi Kurd, Pune",5,Yes
Kuber Singham Shree Siddhivinayak Park Wing A B,2,No
Optima Heights Building E,3,No
"Shiv Nagar, Hadapsar,Pune",2,No
Residency,2,No
"d kadam,Parvati Hills, Parvati Darshan,Pune",2,Yes
"Mohan Nagar, Dhankawadi,Pune",2,Yes
"Kondhawe-Dhawade, Pune",3,Yes
Trimurti Housing Complex,1,No
"Koregaon Mul, Pune",2,No
"ASHISH HEIGHTS,Shirur, Pune",3,No
"Jadhav Nagar, Mundhwa,Pune",3,Yes
"Vitthal Nagar, Warje,Pune",2,No
"Shaniwar Peth, Pune",1,Yes
Sai Sankalp,1,No
Sai Sankalp,1,Yes
Sidhi Vinayak Society,2,Yes
"Kharalwadi, Pimpri,Pune",4,Yes
Satya Sai Apartment,2,No
"GIRISPARSH by,Khed Shivapur, Pune",2,No
"Chakan, Pune",4,Yes
"Vishwanath Apartments,Nana Peth, Bhawani Peth,Pune",2,Yes
"Santoshi Mata Housing Society,Ganga Nagar, Akurdi,Pune",2,Yes
"Sahyog Nagar, Chikhali,Pune",1,No
"Nirvana society,Kamshet, Pune",2,No
"Radiant Park,Nana Peth, Ganesh Peth,Pune",3,No
"Samarth Nagar, New Sangvi,Pune",3,Yes
"Suvidha Vrundavan,Khed Shivapur, Pune",2,No
Kumbare Fusion City,3,Yes
"Bramha Housing Society,Rasta Peth, Pune",2,No
Yashanka Prestige Park,1,No
Omkar Villa,2,Yes
Naiknavare Lakeshore Residency,4,Yes
"Kanhe, Pune",3,Yes
A.V. Bhat Sukhvastu Phase II,2,No
"Krishna ,Kharalwadi, Pimpri,Pune",1,No
"Bluebells Appt Pashan Sus Road,Pashan Gaon, Pashan,Pune",2,No
 Manav Mandir Apartment,2,Yes
"Wadebolai,Shiraswadi, Pune",2,No
"Shivashram Building,Yerawada, Pune",5,Yes
"Rajasthan Society, Gokhalenagar,Pune",6,Yes
"Bibwewadi, Pune",2,No
Vasant Utsav,4,Yes
"Dangat Vasti, Shivane,Pune",1,No
Regency Avenue Apartment,3,No
"Narayangaon, Pune",2,No
"Kunjirwadi, Pune",3,No
Ankit Apartment,1,Yes
"Nirmal Vista,Rajgurunagar, Pune",2,No
Xrbia Riverfront,2,Yes
"Pasalkar,Uttam Nagar, Pune",2,Yes
Imperia C D And E Building,3,Yes
Mehta Chambers,3,Yes
Vastushodh Urbangram Chakan Phase III,2,No
"Gokhalenagar, Pune",2,No
Rohan Kritika,1,Yes
"Anjani Apartment ,Vighnaharta Nagar, Katraj,Pune",2,Yes
Godrej 24,3,Yes
"Jijau Heights,Jadhav Nagar, Vadgaon Budruk,Pune",2,No
"falgune ,Chakan, Pune",2,Yes
"falgune ,Chakan, Pune",2,No
"SRPF, Wanowrie,Pune",4,Yes
"Hingne Budrukh, Karve Nagar,Pune",4,Yes
"sukhwani Woods,Ganesh Nagar, Dapodi,Pune",3,No
"Himgiri society chaitanyanagar dhankawadi ,Chandrabhaga Nagar, Dhankawadi,Pune",2,No
Goyal Enclave,2,Yes
"Camp, Pune",3,Yes
"Belvalkar Kalpak Homes Kirkatwadi Phase I,Kirkatwadi, Pune",2,Yes
"Archway mohan apartment,Somwar Peth, Pune",2,Yes
"Rakshak Society, Pimple Nilakh,Pune",2,No
"Dangat Vasti, Shivane,Pune",2,No
"Dobarwadi, Ghorpadi,Pune",2,Yes
DS Sarita Sangam,3,Yes
Sahyadri Utsav,2,No
Bhudhan Ganraj Heights,2,No
"Tarai Greenfield,Kirkatwadi, Pune",3,No
"Vetal Nagar, Hadapsar,Pune",4,Yes
Orchid,2,Yes
"shankar krupa ,Subhash Nagar, Shukrawar Peth,Pune",3,Yes
  Oxford Blues,2,Yes
"Final dew drop,Shastri Nagar, Kasarwadi,Pune",3,No
"Nilanjali Society, Kalyani Nagar,Pune",2,Yes
"Mk heights,Tanaji Nagar, Ambegaon Pathar,Pune",2,No
"Sanjay Park, Pune",5,Yes
Mantra 7 Hills,2,No
"KAMAL GREEN,Kirkatwadi, Pune",2,No
"KK Classic,Bhawani Peth, Pune",2,No
Laukik Ishan,2,Yes
"Sathe Colony, Shukrawar Peth,Pune",2,Yes
Akshay Nagar Phase 2,2,Yes
Indraprastha,2,Yes
Avior UP Life Phase 1,3,Yes
"Ranjangaon, Pune",2,Yes
"Shani Nagar, Ambegaon Budruk,Pune",4,Yes
"Kamal Green Leaf,Kirkatwadi, Pune",3,No
"Avenue sankalp,Shri Krupa Society, Old Sangvi,Pune",2,No
Mantra 7 Hills,2,Yes
"Shivneri Nagar, Kondhwa,Pune",3,Yes
"Hingne Khurd, Pune",2,No
"Morya ,Dattawadi, Akurdi,Pune",2,Yes
"Bhavani cooperative society ,Nana Peth, Bhawani Peth,Pune",3,No
"Shree sairaj,Hingne Budrukh, Karve Nagar,Pune",2,No
Aditya Chintamani Residency,3,No
Megapolis Sparklet Smart Homes,3,Yes
DS Sarita Sangam,3,No
"Balewadi, Pune",4,Yes
Calyx Nikunj Navyangan by Calyx Constructions,2,Yes
"Shree Shankaranand Society,Walvekar Nagar, Parvati Darshan,Pune",3,Yes
MHADA Agarkar Nagar,3,Yes
"madina complex,Somwar Peth, Pune",2,Yes
"Shantinikethan Society,Bopodi, Pune",2,No
"DSK CHINTAMANI,Shaniwar Peth, Pune",2,Yes
Laxmi Prasad Apartment,4,Yes
"Dzair,Dattwadi, Tathawade,Pune",3,No
"Pimple Saudagar, Pune",3,No
Pebbles Urbania,3,Yes
Kohinoor Tinsel County,2,No
Pebbles Urbania,3,Yes
"Ravet, Pune",3,Yes
"Om classic,Sector No. 6, Spine Road,Pune",2,No
Kohinoor Abhimaan Homes,2,No
Dreams Nandini,3,No
Binawat Township,2,No
"Magnum,Baner, Pune",3,Yes
Nahar Yash Ganga Residency,3,No
"Vardhaman Township,Vetal Nagar, Hadapsar,Pune",2,No
"Kuthwad Colony, Lohegaon,Pune",2,Yes
"Power Nagar, Thergaon,Pune",3,Yes
Shreeji Heights,2,No
kohinoor,3,No
"Samruddhi Apartmments,Vighnaharta Nagar, Katraj,Pune",2,No
GoldFinger Tamara,3,No
Ozone Classic,2,Yes
Kesar Valley,2,No
Varad Residency,2,Yes
"Yerawada, Pune",2,Yes
Shree Ram Hill View,3,No
VK Silver Nest,3,Yes
Belvalkar Sarita Vaibhav B9 And B10,3,Yes
"Baner mohannagar ,Mohan Nagar Co-Op Society, Baner,Pune",3,No
Xrbia Riverfront,2,Yes
"Independent ,Vighnaharta Nagar, Katraj,Pune",2,No
"Balewadi, Pune",6,Yes
Ozone Westend,2,Yes
"Tukaram Nagar, Talegaon Dabhade,Pune",3,Yes
"Yewalewadi, Pune",3,Yes
Saigal Candy Floors,3,No
Kirloskar Residency,4,Yes
"Amulyam society,Dudulgaon, Pune",2,No
"Navyangan ,Pirangut, Pune",2,No
"I trend homes ,Hinjewadi Phase 1, Hinjewadi,Pune",2,No
Silver Homes,2,Yes
Aspire,3,No
Kesar Kingdom,3,Yes
Polite Panorama by Polite Group,2,Yes
Nexus Kinaara D,3,Yes
"Kharalwadi, Pimpri,Pune",3,No
"D S Garden is Apts ,Vishrant Society, Vishrantwadi,Pune",2,No
Tulsi Shakuntla Kanade Nagar,3,Yes
Parmar Govind Villa,2,No
"Laxmi Township,Kalas, Pune",2,Yes
Tanish Platinum,2,No
"Indira Nagar, Dhanori,Pune",3,No
"Sidra,Indira Nagar, Dhanori,Pune",2,Yes
"Kale Padal, Hadapsar,Pune",2,Yes
Baburao Dhore Bhavan,3,No
"Gandhi Bafna Swapnalok,Khadki, Pune",2,Yes
"sonchapha,Bhairavnath Nagar, Kirkatwadi,Pune",3,No
Supreme Palms Villa,3,No
"Selene Park,Vetal Nagar, Hadapsar,Pune",3,Yes
"Shweta CHS,Jambhe, Pune",3,Yes
Virinchi Swanand,3,Yes
"shri ram apartment ,Sukhsagar Nagar, Katraj,Pune",2,No
"Tapodham, Warje,Pune",4,Yes
"Lokmanya Colony, Kothrud,Pune",3,Yes
Silver Park II,3,Yes
Karia Konark Campus,2,No
Goel Ganga Legend B2,3,No
"Rohan residency,Lokmanya Colony, Kothrud,Pune",3,Yes
Sun Beam,2,Yes
"Hillock Tower Somatne,Somatane, Pune",3,Yes
Yashashree Classic,3,No
"Bavdhan, Pune",3,No
Siddhi Greens,6,No
Air Castles,3,Yes
Jeevan Jyoti Apartment,5,Yes
"Siddhi Green,Chaitanya Nagar, Kothrud,Pune",2,Yes
Sharmad Residency,3,No
Shroff Supriya Sankul,3,Yes
"Rasta Peth, Pune",2,No
Tushar Apartment,2,No
Sharada Paritosh,3,No
"Krishna garden,Nandadeep Colony, Kalewadi,Pune",3,Yes
"Township Codename Pegasus ,Rakshak Nagar, Kharadi,Pune",3,No
"jai ganesh vishwa,Vadar Wadi, Vishrantwadi,Pune",3,No
"Ganesh Nagar, Bopkhel,Pune",2,No
Thackers Apartments,3,No
"Pancharatnam society Fatima Nagar wanawadi Solapur highway road,Fatima Nagar, Wanowrie,Pune",2,Yes
"Lulla Nagar, Pune",2,Yes
"Vaishnav city,Uruli Devachi, Pune",2,Yes
Thackers Apartments,3,No
"Pradnyapuri apartment ,Tapodham, Warje,Pune",2,No
Abhilasha Heights,2,Yes
Arvind Complex,2,No
"Sainikwadi, Wadgaon Sheri,Pune",4,Yes
"Om Anu Appartments,Shivraj Nagar, Bibwewadi,Pune",2,Yes
Siddhanta Apartment,2,Yes
"2 Bhk in baner,Baner, Pune",3,No
Venkatesh Graffiti Phase 3,3,Yes
"Surobhi Apartment,Subhash Nagar, Shukrawar Peth,Pune",2,Yes
Mahesh Society,3,No
"Orient Lotus,Yewalewadi, Pune",2,Yes
"Vivek Nagar, Dhankawadi,Pune",1,Yes
"Vivek Nagar, Dhankawadi,Pune",1,No
"Shreenath Palace,Bhekrai Nagar, Fursungi,Pune",2,No
Monica Apartment,2,No
"Runwal Meadows,Vitthal Nagar, Warje,Pune",2,Yes
"Baner, Pune",3,No
Aastha Apartment,3,Yes
Bhakti Darshan,2,No
Shivtirth Nagari,2,Yes
Krishna Residency,2,No
"Pimpri Gaon, Pimpri,Pune",3,Yes
Opulent Central Park by Opulent Properties,2,No
"shri Pruthvi ,Sasane Nagar, Hadapsar,Pune",2,Yes
Goel Ganga Glitz,3,Yes
"Royal pride,Dadaji Vasti, Lohegaon,Pune",3,No
"Surobhi Apartment,Subhash Nagar, Shukrawar Peth,Pune",2,Yes
Om Sai,1,Yes
"Splendour County,Nakhate Vasti, Rahatani,Pune",3,Yes
Purva Heights CHS,2,Yes
Skybay II,3,Yes
"Sukhwani citi,Kharalwadi, Pimpri,Pune",3,No
Mantra City 360 Phase 1,2,No
"Raikar Shri Laxmi Nandanvan,Somatane, Pune",2,Yes
"I trend homes ,Hinjewadi Phase 1, Hinjewadi,Pune",2,Yes
"ganaraj mauli,Hindustan Antibiotics Colony, Pimpri,Pune",6,Yes
Avior Aatman Phase III,3,No
"Torrent sparsh,Khed Shivapur, Pune",2,No
"Pradhikaran, Nigdi,Pune",3,Yes
Venkatesh Venkatesh Villa,2,No
"Om Anu Apt,Bibwewadi, Pune",2,Yes
Goyal Chandrakala Heights,2,Yes
Rohan Ipsita,2,Yes
"Guruwar Peth, Pune",2,Yes
"K N Mahalaxmi Complex,Dangat Vasti, Shivane,Pune",3,Yes
"Nandadeep Colony, Kalewadi,Pune",2,Yes
Atharv Vihar,3,Yes
 Shree Oshiya Residency,2,Yes
"Eastania ghorpadi,Koregaon Park Annexe, Mundhwa,Pune",2,No
Raghuwansh Residency,3,Yes
Ashwini Palace,2,Yes
"Nakhate Vasti, Rahatani,Pune",3,No
Viva Sarovar Phase 1,4,Yes
"Ganga Nagar, Akurdi,Pune",3,Yes
"Sell building wagholi full furniture,Wagholi, Pune",3,No
"Independent House sell,Wagholi, Pune",3,No
"Madhav Nagar, Dhanori,Pune",4,Yes
"Prasuna puram housings socity nigdi,Pradhikaran, Nigdi,Pune",2,Yes
"Nandadeep Colony, Kalewadi,Pune",3,Yes
Sankalp,2,Yes
"Dhayari Village, Dhayari,Pune",2,Yes
"Lakeview city,Dadaji Vasti, Lohegaon,Pune",2,No
"Hadapsar, Pune",2,No
"Perugate, Sadashiv Peth,Pune",2,Yes
"Sai krupa kondhawa near jyoti hotel,Kondhwa, Pune",3,No
"Bhekrai Nagar, Fursungi,Pune",3,Yes
"Kaushik,Perugate, Sadashiv Peth,Pune",1,No
"The Pearl Apartments,Rakshak Nagar, Kharadi,Pune",2,Yes
Damodar Sunset View,2,Yes
"Baramati, Pune",3,No
"Ekta Nagar Housing Society,Gokhalenagar, Pune",3,Yes
Gulmohar Park,2,Yes
"Ganesh Villa ,Shani Nagar, Ambegaon Budruk,Pune",1,No
Daya Apartment,2,Yes
"Sharda Park ,Sindhi Colony, Aundh,Pune",2,Yes
"Sagar society ,Camp, Pune",2,Yes
Hubtown Countrywoods,2,Yes
"Oswal Namo Darshan,Tukaram Nagar, Talegaon Dabhade,Pune",3,Yes
"Camp, Pune",1,No
"Paramount,Tukaram Nagar, Talegaon Dabhade,Pune",2,No
"Yerawada, Pune",6,Yes
V Satav Developers Mayuri Sunrise,2,No
 Popular Colony Apartment,1,Yes
"Sanaswadi, Pune",3,No
"Wadgaon Sheri, Pune",2,Yes
"Chakan, Pune",3,Yes
"Balaji Vihar ,Pirangut, Pune",2,Yes
"Anant,Panmala, Dattavadi,Pune",1,Yes
"Swapnpurti apartment prabhakar park,Hadapsar, Pune",2,Yes
Lunkad Amrutdhara,2,No
Sobapuram,3,Yes
"Narhe, Pune",3,No
Tanish Platinum,2,Yes
"Dangat Vasti, Shivane,Pune",2,Yes
"J k residency ,Shivane, Pune",2,No
"Sector No. 3, Bhosari,Pune",4,Yes
"Komal apart,Minakshi Puram, Vadgaon Budruk,Pune",2,No
Swastik Pearl,3,No
"Lake Town,Katraj, Pune",1,Yes
Platinum Grassland,2,Yes
"Kumar nivas,Shiv Nagar, Hadapsar,Pune",2,Yes
"Ganga Nagar, Akurdi,Pune",2,No
Sahyadri Utsav,2,Yes
Tanish Platinum,2,Yes
Manav Silver Park Phase I,3,Yes
Parvati Park Apartments,2,No
"Sai Ashish Park,Dadaji Vasti, Lohegaon,Pune",2,Yes
"Janki Rainbow ,Baner, Pune",3,No
Aditya Chintamani Residency,2,No
"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",2,Yes
"Venkatesh,Vivek Nagar, Dhankawadi,Pune",2,Yes
Shantai Homes,2,No
Agarwal Sanskruti Darshan,2,No
"Komal apartments kirti nagar,Minakshi Puram, Vadgaon Budruk,Pune",2,Yes
"Mulanagar, Old Sangvi,Pune",2,Yes
Rudraksha Residency,2,No
"Lohegaon, Pune",6,Yes
"Hashim manjil,Shreehans Nagar, Kondhwa,Pune",2,No
Gurukrupa Sai Mansion,2,No
Aishwarya aangan society,3,No
Aapla ghar phase 2,2,Yes
"Kharalwadi, Pimpri,Pune",3,No
Goel Ganga Orchard,1,Yes
"Manik Baug, Anand Nagar,Pune",3,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",3,No
Gagan Vihar,3,Yes
Kohinoor Begonia,3,Yes
Kumar Park,2,Yes
Happy Complex Society,3,Yes
"Matai Chambers Erandwane ,Prabhag 36, Erandwane,Pune",1,No
Green Florencia,2,No
 Ramanbag Apartment,2,Yes
"Krishna Garden,Nandadeep Colony, Kalewadi,Pune",3,Yes
"Navashirwad,Shaniwar Peth, Pune",2,Yes
"Perugate, Sadashiv Peth,Pune",3,Yes
"Katrajnagar, Katraj,Pune",4,Yes
"Dadaji Vasti, Lohegaon,Pune",1,Yes
"Savera park ,Meeta Nagar, Kondhwa,Pune",2,Yes
"vighnaharta apartments,Nyati County, Mohammed Wadi,Pune",2,No
Tanish Srushti,2,Yes
Mangalwadi,2,Yes
Runal Dew Drop,3,Yes
Kundan Heritage,3,Yes
Nyati Ebony Garden,2,Yes
Shree Malhar Kamal Green Leaf,2,No
Suyog Sankul,2,Yes
"Ganeshpuram Society,Trishul Housing Society, Saswad,Pune",3,Yes
Swapna Nagri Housing Society,3,Yes
"Vardhman Residency,Tanaji Nagar, Ambegaon Pathar,Pune",3,No
"Delight residency,Manjari Budruk, Pune",3,Yes
"Bharati Vidyapeeth Campus, Dhankawadi,Pune",2,Yes
Prathmesh Sai Niranjan,2,No
"Charholi Kurd, Pune",2,Yes
Raojee Palladium Grand Phase II K,3,Yes
Nandraj Sankul,3,No
"Jayshankar heights ,Guruwar Peth, Pune",2,No
Maple Aapla Ghar Ranjangaon,2,Yes
Rohan Kritika,3,Yes
"Jambhe, Pune",2,Yes
"Prabhalila Society ,Keshav Nagar, Pune",2,No
 Ratna Kamal Residency,2,No
 Ratna Kamal Residency,2,Yes
"Chandan Nagar, Pune",3,No
Essen Aishwaryam Hamara,2,Yes
"GaneshNagar,Yashwant Nagar, Talegaon Dabhade,Pune",3,No
"Casa Grand ,Manjari Budruk, Pune",2,Yes
"Power Nagar, Thergaon,Pune",2,No
"Shantai Residency ,Rambagh Colony, Rahatani,Pune",2,No
"Xrbia Hinjewadi,Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",2,Yes
Ganesh Kinara,2,Yes
"Unnatinagar, Hadapsar,Pune",4,Yes
"Balmendo,Pune Cantonment, Pune",3,Yes
Vasundhara,3,No
Samarth Palace,2,No
"Rajgurunagar, Pune",4,Yes
"parva plaza,Hindustan Antibiotics Colony, Pimpri,Pune",1,Yes
"Sector No. 3, Bhosari,Pune",3,No
"Ganesh Peth, Pune",2,No
Balaji Park,3,Yes
"Narhe, Pune",3,Yes
Ganesh Corner,3,No
"Charholi Kurd, Pune",2,Yes
"Shrikanth ,Tanaji Nagar, Ambegaon Pathar,Pune",3,No
Ganesh Siddhi Towers C Wing Phase II,3,No
Padma Park Apartments,3,No
"Wadgaon Sheri, Pune",3,Yes
Arvind Complex,2,No
Shree Balaji Complex,3,No
Ghadge Manik Park Residency,3,No
"Pune Cantonment, Pune",4,Yes
"Kamshet, Pune",2,Yes
" Nanak Niwas,Vivek Nagar, Dhankawadi,Pune",3,Yes
V Uptown,3,No
Xrbia Hinjewadi Road,2,No
"torane,Khed Shivapur, Pune",2,No
Maple Aapla Ghar Lonikand,2,No
"Aashiyana house,Samarth Nagar, New Sangvi,Pune",2,Yes
 Dattakrupa Apartment,2,No
"Sun villa bharti Vidyapith ,Bharati Vidyapeeth Campus, Dhankawadi,Pune",4,Yes
"Minakshi Puram, Vadgaon Budruk,Pune",2,Yes
"Lunawat Classic,Range Hill Estate, Pune",3,No
"Prathamesh Heights,Dehu Road Cantonment, Pune",3,No
"Amrutvel Greens,Bhairavnath Nagar, Kirkatwadi,Pune",2,No
Shree Balaji Complex,3,No
"Shanti deep SoC ,Guruwar Peth, Pune",2,Yes
Gangotri Residency,2,Yes
"Shankalyan Housing Society ,Ghorpade Peth, Mahatma Phule Peth,Pune",4,Yes
Rajeev,1,Yes
Rajeev,1,No
Sneha Vihar,3,Yes
"Chaitraban Society,Samarth Nagar, New Sangvi,Pune",6,No
"Yerawada, Pune",3,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",3,Yes
Sneha Vihar,3,Yes
"Nanded srushti apartment,Nande, Pune",2,Yes
"Pura Bhandari Colony, Dighi,Pune",2,Yes
Maitri Park,2,No
"Shani nagar,Shani Nagar, Ambegaon Budruk,Pune",1,Yes
"High Class Residency,Patil Nagar, Pune",3,No
"Bramha Classic,Agarkar Nagar, Pune",3,Yes
Parande Homes,2,Yes
Vrundavan,1,Yes
Varad Residency,2,Yes
Jalan Aura City by Jalan Group,2,Yes
"Mangaldeep Apartment,Nandadeep Colony, Kalewadi,Pune",2,No
"Bhugaon, Pune",4,Yes
"Sukhwani,Bakori, Pune",3,No
"Talegaon Dhamdhere, Pune",2,No
Chakan Phase II,1,Yes
"Agnus Valentine Villa,Guruwar Peth, Pune",1,No
"SRPF, Wanowrie,Pune",4,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",2,Yes
Saarrthi Swadesh,2,Yes
"Bhekrai Nagar, Fursungi,Pune",1,Yes
" modak vasti kaka pawar near kaka pawar talim pune,Jambhulwadi, Pune",2,Yes
"Malegaon Budruk, Pune",3,Yes
"Shastri Nagar, Kasarwadi,Pune",2,No
Tanish Bhakti,2,Yes
"Chakan, Pune",6,Yes
"Sanjay Park, Pune",2,Yes
"Shakuntla heights,Hadapsar, Pune",2,No
" Visava Heights,Kirkatwadi, Pune",1,No
"Ganga Nagar, Fursungi,Pune",3,No
"Sphurti Vihar,Tanaji Nagar, Ambegaon Pathar,Pune",3,Yes
"Mauli classic ,Ram Nagar, Warje Malwadi,Pune",1,Yes
"Vikarnt apparent gagangiri colony Sai siddhi chouck ,Tanaji Nagar, Ambegaon Pathar,Pune",2,No
"Pirangut, Pune",2,Yes
"Kondhwa Budruk, Pune",5,Yes
Sri Kubera Daund,3,Yes
"Primary Pratham Housing,Talegaon Dhamdhere, Pune",2,No
"Rathod vihar,Vighnaharta Nagar, Katraj,Pune",3,Yes
"Mannat,Sector No. 1, Bhosari,Pune",2,Yes
"Kashmira Height,Dangat Vasti, Shivane,Pune",2,No
"Hotel Parag,Charholi Kurd, Pune",2,No
 Laxman Heights,2,Yes
"Kamal Green Leaf,Kirkatwadi, Pune",2,Yes
Parmar Park,3,No
Xrbia Abode,1,No
"Yerawada, Pune",3,Yes
"Bhimale,Market Yard, Gultekdi,Pune",1,Yes
Laukik Ishan,2,Yes
Xrbia Abode,1,Yes
"Baramati, Pune",2,Yes
Shree Jay Ganesh Darpan,2,Yes
"Kanhe, Pune",2,No
Taradatta PurvSociety,2,Yes
"Rajgurunagar  sai samrajya residency ,Rajgurunagar, Pune",2,Yes
"Nariman Point,Narhe, Pune",1,No
"Power Nagar, Thergaon,Pune",2,Yes
Kohinoor Begonia,3,Yes
"Navajeevan Society ,Shree Siddhivinayak Meera, Undri,Pune",3,No
"Navajeevan Society ,Tulshibagwale Colony, Parvati Darshan,Pune",3,Yes
"Sector No. 3, Bhosari,Pune",3,Yes
"Shri Sai smart housing society ,Manjari Budruk, Pune",3,No
"District Center, Spine Road,Pune",3,No
Xrbia Hinjewadi Road,1,Yes
"Pirangut, Pune",2,Yes
"Indrayani Apartment ,Chandrabhaga Nagar, Dhankawadi,Pune",1,Yes
Sky Heights,1,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",4,Yes
"Nilanjali Society, Kalyani Nagar,Pune",4,Yes
"sai samarth nagar,Kamshet, Pune",2,Yes
Primary Pratham,2,No
"Baramati, Pune",2,No
"Swami Samarth appartment ,Industrial Area, Nanded,Pune",1,No
Venkatesh Galaxy,2,No
"Shani Nagar, Ambegaon Budruk,Pune",1,No
"Sanaswadi, Pune",2,Yes
"Bhagyanagari,Shivraj Nagar, Bibwewadi,Pune",2,No
"Mk heights,Tanaji Nagar, Ambegaon Pathar,Pune",2,No
"Nighoje, Pune",1,No
"Nirmal Nagar, Kalewadi,Pune",2,Yes
"Hingne Khurd, Pune",2,No
VI-LUX RESIDENCY,4,Yes
Uday Glorious Park,2,Yes
"Manik Baug, Anand Nagar,Pune",1,Yes
" Highway Bliss,Ambegaon, Pune",3,Yes
Vishal Vaibhav,2,No
"Pradhikaran, Nigdi,Pune",3,No
Shree Ganesha Apartment,1,Yes
"Sai Samarth Apartment,Vijay Nagar, Kalewadi,Pune",1,No
"Shree heights appt,Sainath Colony, Old Sangvi,Pune",1,Yes
"Dajikaka Gadgil Anant Srishti,Kanhe, Pune",2,No
"Samarth apartment kasarwadi ,Shastri Nagar, Kasarwadi,Pune",2,Yes
"Chandan Nagar, Pune",2,Yes
"Talegaon Dabhade, Pune",4,Yes
"OAKWOOD HILLS,Baner, Pune",3,Yes
"Rahatani, Pune",1,No
"Wadgaon Sheri, Pune",3,Yes
"Katrajnagar, Katraj,Pune",4,Yes
"Dhanori, Pune",4,Yes
"Bhawani Peth, Pune",2,No
"Thergaon, Pune",1,Yes
"Bhagya Nagar,Devadi, Pune",2,No
"Alandi, Pune",2,No
"Jai Bhawani Nagar, Parvati Darshan,Pune",1,Yes
"SHREE NIVAS HEIGHTS,Bharati Vidyapeeth Campus, Dhankawadi,Pune",2,No
Tanish Bhakti,1,No
Pancharatna Apartment,2,Yes
"Trimurti Appartment ,Ganesh Nagar, Bopkhel,Pune",2,Yes
Amar Classic by Amar Builders,3,No
Dwarka City,2,Yes
Kalpak Homes,2,No
"Anandgram,Yavat, Pune",2,No
Sanskruti Indrayani Vatika,2,Yes
"Shree Swapna,Loni Kalbhor, Pune",2,Yes
"subhaarambh,Ambegaon, Pune",2,No
Xrbia Hinjewadi Road,2,No
"Manjari Budruk, Pune",2,Yes
Gayatri Apartment,2,Yes
"Hindustan Antibiotics Colony, Pimpri,Pune",3,Yes
"Hingne Khurd, Pune",2,Yes
Vijayshree Tower,1,No
"sadguru housing society ,Kirti Nagar, Vadgaon Budruk,Pune",1,Yes
"Mohinikunj ,Minakshi Puram, Vadgaon Budruk,Pune",1,No
Shubh Residency,4,Yes
"Swami Narayan Apartment,Rasta Peth, Pune",2,No
"Ambegaon, Pune",3,Yes
"nisarga laxmi heritage Mangadewadi,Mangdewadi, Katraj,Pune",1,No
"NNG Park,Manjari Budruk, Pune",1,Yes
"Vishwa Vardhan Apartment,Uttam Nagar, Pune",2,Yes
Nandan Acura,1,No
"Shikrapur, Pune",4,Yes
"Kondhwa, Pune",1,Yes
"Sai Balaji Residency,Wagajwadi, Pune",1,No
Optima Heights,2,Yes
Xrbia Hinjewadi Road,2,Yes
Jalan Aura Sai Krishnangan Building A,2,Yes
RJ Group Meghraj Nisarg,2,Yes
GDS Capital City,3,Yes
"Ram Nagar, Warje Malwadi,Pune",3,Yes
"Shiraswadi, Pune",3,No
"Khadki, Pune",3,Yes
Bloom Residency,2,Yes
"Gokhalenagar, Pune",2,Yes
"Trishul Housing Society, Saswad,Pune",3,No
"Yamuna Nagar, Talwade,Pune",3,Yes
A.K. Residency by A Karim Constructions,3,No
Tarangana Nakshatra,2,Yes
"Market Yard, Gultekdi,Pune",1,Yes
"Baramati, Pune",1,Yes
Mont Vert Pristine,2,Yes
"Sainik Residency,Bopkhel, Pune",2,No
"Sector No. 1, Bhosari,Pune",3,Yes
"SRPF, Wanowrie,Pune",2,Yes
"Akshay Appartment,Baramati, Pune",3,No
"Dhayari Village, Dhayari,Pune",6,Yes
"Anant Krupa,Jambhe, Pune",1,No
"Chandoli, Pune",2,No
"Ambegaon, Pune",3,No
Nikhil Apartment,2,No
